-400 23
1    37
200 67
700 27
1000 42
1050 46
1100 48
1150 50
1200 61
1250 69
1300 73
1350 51
1400 45
1450 60
1500 69
1550 78
1600 90
1650 103
1700 115
1750 125
1800 187
1850 274
1900 423
1950 594
1970 636
