White Female	            Rate	 	Lambda	 	Heart Diseases	Stroke	 	COPD	 	Motor Accidents Other Accidents Pneumonia/Influenza Diabetes	AIDS	 	Suicide	 	Cirrhosis	Homicide	Residual	Esophagus, Mouth, Pharynx Stomach Colorectal	Lung	 	Ovary	 	Prostate	Breast	 	Pancreas	Other Cancers
White Female 15	0.0003600000	0.0003600648	0.0000131834	0.0000033866	0.0000036285	0.0001526375	0.0000255807	0.0000036889	0.0000000000	0.0000037494	0.0000320515	0.0000000000	0.0000275159	0.0000636191	0.0000006294	0.0000005873	0.0000034142	0.0000074645	0.0000016393	0.0000000000	0.0000051213	0.0000016806	0.0000104868
White Female 16	0.0004500000	0.0004501013	0.0000164800	0.0000042334	0.0000045358	0.0001908054	0.0000319773	0.0000046114	0.0000000000	0.0000046870	0.0000400661	0.0000000000	0.0000343964	0.0000795275	0.0000007868	0.0000007342	0.0000042680	0.0000093310	0.0000020492	0.0000000000	0.0000064020	0.0000021008	0.0000131091
White Female 17	0.0005100000	0.0005101301	0.0000186779	0.0000047980	0.0000051407	0.0002162527	0.0000362420	0.0000052264	0.0000000000	0.0000053121	0.0000454096	0.0000000000	0.0000389837	0.0000901338	0.0000008917	0.0000008321	0.0000048372	0.0000105755	0.0000023225	0.0000000000	0.0000072558	0.0000023810	0.0000148574
White Female 18	0.0005200000	0.0005201352	0.0000190443	0.0000048921	0.0000052415	0.0002204940	0.0000369528	0.0000053289	0.0000000000	0.0000054163	0.0000463002	0.0000000000	0.0000397483	0.0000919016	0.0000009092	0.0000008484	0.0000049321	0.0000107829	0.0000023680	0.0000000000	0.0000073981	0.0000024277	0.0000151488
White Female 19	0.0005000000	0.0005001250	0.0000183116	0.0000047039	0.0000050399	0.0002120114	0.0000355312	0.0000051239	0.0000000000	0.0000052079	0.0000445190	0.0000000000	0.0000382192	0.0000883661	0.0000008742	0.0000008157	0.0000047423	0.0000103680	0.0000022769	0.0000000000	0.0000071135	0.0000023343	0.0000145660
White Female 20	0.0004800000	0.0004801152	0.0000175790	0.0000045157	0.0000048382	0.0002035289	0.0000341096	0.0000049189	0.0000000000	0.0000049995	0.0000427378	0.0000000000	0.0000366900	0.0000848306	0.0000008393	0.0000007831	0.0000045526	0.0000099532	0.0000021858	0.0000000000	0.0000068289	0.0000022409	0.0000139832
White Female 21	0.0004600000	0.0004601058	0.0000168463	0.0000043275	0.0000046366	0.0001950465	0.0000326881	0.0000047139	0.0000000000	0.0000047912	0.0000409567	0.0000000000	0.0000351609	0.0000812952	0.0000008043	0.0000007505	0.0000043628	0.0000095384	0.0000020947	0.0000000000	0.0000065443	0.0000021475	0.0000134005
White Female 22	0.0004600000	0.0004601058	0.0000168463	0.0000043275	0.0000046366	0.0001950465	0.0000326881	0.0000047139	0.0000000000	0.0000047912	0.0000409567	0.0000000000	0.0000351609	0.0000812952	0.0000008043	0.0000007505	0.0000043628	0.0000095384	0.0000020947	0.0000000000	0.0000065443	0.0000021475	0.0000134005
White Female 23	0.0004600000	0.0004601058	0.0000168463	0.0000043275	0.0000046366	0.0001950465	0.0000326881	0.0000047139	0.0000000000	0.0000047912	0.0000409567	0.0000000000	0.0000351609	0.0000812952	0.0000008043	0.0000007505	0.0000043628	0.0000095384	0.0000020947	0.0000000000	0.0000065443	0.0000021475	0.0000134005
White Female 24	0.0004700000	0.0004701105	0.0000172126	0.0000044216	0.0000047374	0.0001992877	0.0000333988	0.0000048164	0.0000000000	0.0000048953	0.0000418473	0.0000000000	0.0000359255	0.0000830629	0.0000008218	0.0000007668	0.0000044577	0.0000097458	0.0000021403	0.0000000000	0.0000066866	0.0000021942	0.0000136919
White Female 25	0.0004900000	0.0004901201	0.0000453818	0.0000154641	0.0000000000	0.0000524095	0.0000298411	0.0000080995	0.0000110392	0.0000230277	0.0000333167	0.0000135655	0.0000174239	0.0000992765	0.0000028662	0.0000026744	0.0000155478	0.0000339918	0.0000074650	0.0000000000	0.0000233216	0.0000076529	0.0000477549
White Female 26	0.0005100000	0.0005101301	0.0000472346	0.0000160954	0.0000000000	0.0000545492	0.0000310594	0.0000084302	0.0000114899	0.0000239679	0.0000346769	0.0000141194	0.0000181353	0.0001033296	0.0000029832	0.0000027836	0.0000161825	0.0000353795	0.0000077697	0.0000000000	0.0000242738	0.0000079654	0.0000497046
White Female 27	0.0005200000	0.0005201352	0.0000481610	0.0000164111	0.0000000000	0.0000556191	0.0000316686	0.0000085955	0.0000117153	0.0000244380	0.0000353570	0.0000143963	0.0000184910	0.0001053562	0.0000030417	0.0000028382	0.0000164999	0.0000360734	0.0000079221	0.0000000000	0.0000247499	0.0000081216	0.0000506794
White Female 28	0.0005500000	0.0005501513	0.0000509403	0.0000173582	0.0000000000	0.0000588288	0.0000334961	0.0000090916	0.0000123913	0.0000258482	0.0000373974	0.0000152271	0.0000195580	0.0001114361	0.0000032172	0.0000030020	0.0000174521	0.0000381552	0.0000083793	0.0000000000	0.0000261781	0.0000085903	0.0000536040
White Female 29	0.0005800000	0.0005801683	0.0000537196	0.0000183053	0.0000000000	0.0000620385	0.0000353237	0.0000095876	0.0000130674	0.0000272585	0.0000394379	0.0000160579	0.0000206251	0.0001175162	0.0000033928	0.0000031658	0.0000184043	0.0000402369	0.0000088365	0.0000000000	0.0000276064	0.0000090590	0.0000565287
White Female 30	0.0006200000	0.0006201923	0.0000574256	0.0000195681	0.0000000000	0.0000663184	0.0000377606	0.0000102490	0.0000139689	0.0000291390	0.0000421586	0.0000171657	0.0000220480	0.0001256233	0.0000036268	0.0000033842	0.0000196739	0.0000430128	0.0000094461	0.0000000000	0.0000295109	0.0000096839	0.0000604285
White Female 31	0.0006500000	0.0006502113	0.0000602051	0.0000205152	0.0000000000	0.0000695284	0.0000395883	0.0000107451	0.0000146450	0.0000305494	0.0000441992	0.0000179965	0.0000231152	0.0001317038	0.0000038024	0.0000035480	0.0000206262	0.0000450947	0.0000099033	0.0000000000	0.0000309393	0.0000101527	0.0000633534
White Female 32	0.0006900000	0.0006902382	0.0000639113	0.0000217782	0.0000000000	0.0000738085	0.0000420254	0.0000114066	0.0000155466	0.0000324300	0.0000469201	0.0000191044	0.0000245382	0.0001398114	0.0000040364	0.0000037664	0.0000218960	0.0000478707	0.0000105129	0.0000000000	0.0000328439	0.0000107777	0.0000672534
White Female 33	0.0007400000	0.0007402739	0.0000685443	0.0000233569	0.0000000000	0.0000791590	0.0000450718	0.0000122334	0.0000166736	0.0000347809	0.0000503213	0.0000204893	0.0000263169	0.0001499465	0.0000043290	0.0000040394	0.0000234832	0.0000513409	0.0000112750	0.0000000000	0.0000352248	0.0000115589	0.0000721286
White Female 34	0.0007900000	0.0007903122	0.0000731775	0.0000249357	0.0000000000	0.0000845097	0.0000481184	0.0000130604	0.0000178006	0.0000371319	0.0000537228	0.0000218743	0.0000280958	0.0001600820	0.0000046217	0.0000043125	0.0000250705	0.0000548113	0.0000120371	0.0000000000	0.0000376058	0.0000123403	0.0000770041
White Female 35	0.0008400000	0.0008403530	0.0000778109	0.0000265145	0.0000000000	0.0000898606	0.0000511652	0.0000138873	0.0000189277	0.0000394830	0.0000571244	0.0000232593	0.0000298748	0.0001702180	0.0000049143	0.0000045855	0.0000266580	0.0000582818	0.0000127993	0.0000000000	0.0000399869	0.0000131216	0.0000818799
White Female 36	0.0009100000	0.0009104143	0.0000842981	0.0000287251	0.0000000000	0.0000973524	0.0000554309	0.0000150451	0.0000205057	0.0000427748	0.0000618869	0.0000251984	0.0000323655	0.0001844093	0.0000053240	0.0000049678	0.0000288805	0.0000631408	0.0000138664	0.0000000000	0.0000433207	0.0000142156	0.0000887063
White Female 37	0.0009700000	0.0009704708	0.0000898590	0.0000306200	0.0000000000	0.0001037744	0.0000590874	0.0000160376	0.0000218584	0.0000455965	0.0000659693	0.0000268607	0.0000345005	0.0001965741	0.0000056752	0.0000052955	0.0000307856	0.0000673060	0.0000147811	0.0000000000	0.0000461784	0.0000151533	0.0000945579
White Female 38	0.0010200000	0.0010205206	0.0000944932	0.0000321991	0.0000000000	0.0001091263	0.0000621347	0.0000168647	0.0000229857	0.0000479480	0.0000693716	0.0000282460	0.0000362798	0.0002067119	0.0000059679	0.0000055686	0.0000323733	0.0000707771	0.0000155434	0.0000000000	0.0000485599	0.0000159348	0.0000994345
White Female 39	0.0011000000	0.0011006054	0.0001019085	0.0000347259	0.0000000000	0.0001176899	0.0000670107	0.0000181881	0.0000247895	0.0000517107	0.0000748155	0.0000304625	0.0000391268	0.0002229335	0.0000064362	0.0000060056	0.0000349138	0.0000763313	0.0000167632	0.0000000000	0.0000523707	0.0000171853	0.0001072376
White Female 40	0.0011700000	0.0011706850	0.0001083974	0.0000369370	0.0000000000	0.0001251837	0.0000712775	0.0000193462	0.0000263679	0.0000550033	0.0000795792	0.0000324022	0.0000416182	0.0002371285	0.0000068460	0.0000063880	0.0000371369	0.0000811916	0.0000178305	0.0000000000	0.0000557053	0.0000182796	0.0001140658
White Female 41	0.0012500000	0.0012507819	0.0001158139	0.0000394642	0.0000000000	0.0001337486	0.0000761543	0.0000206699	0.0000281720	0.0000587665	0.0000850239	0.0000346191	0.0000444656	0.0002533526	0.0000073144	0.0000068251	0.0000396777	0.0000867466	0.0000190505	0.0000000000	0.0000595166	0.0000195302	0.0001218700
White Female 42	0.0013800000	0.0013809531	0.0001278668	0.0000435714	0.0000000000	0.0001476681	0.0000840798	0.0000228210	0.0000311039	0.0000648825	0.0000938725	0.0000382220	0.0000490933	0.0002797195	0.0000080757	0.0000075354	0.0000438071	0.0000957745	0.0000210331	0.0000000000	0.0000657106	0.0000215628	0.0001345533
White Female 43	0.0015200000	0.0015211564	0.0001408487	0.0000479950	0.0000000000	0.0001626603	0.0000926161	0.0000251380	0.0000342618	0.0000714698	0.0001034031	0.0000421025	0.0000540775	0.0003081184	0.0000088956	0.0000083004	0.0000482546	0.0001054982	0.0000231685	0.0000000000	0.0000723819	0.0000237520	0.0001482140
White Female 44	0.0017100000	0.0017114637	0.0001584699	0.0000539995	0.0000000000	0.0001830102	0.0001042030	0.0000282829	0.0000385482	0.0000804112	0.0001163395	0.0000473699	0.0000608430	0.0003466662	0.0000100085	0.0000093389	0.0000542916	0.0001186967	0.0000260671	0.0000000000	0.0000814374	0.0000267235	0.0001667566
White Female 45	0.0019300000	0.0019318648	0.0003791041	0.0000834258	0.0000902645	0.0000368317	0.0000303458	0.0000290856	0.0000674295	0.0000000000	0.0000275565	0.0000410324	0.0000000000	0.0002823201	0.0000175383	0.0000163650	0.0000951378	0.0002079980	0.0000456786	0.0000000000	0.0001427067	0.0000468289	0.0002922156
White Female 46	0.0021600000	0.0021623362	0.0004243312	0.0000933784	0.0001010330	0.0000412257	0.0000339661	0.0000325555	0.0000754739	0.0000000000	0.0000308440	0.0000459275	0.0000000000	0.0003160009	0.0000196306	0.0000183173	0.0001064878	0.0002328121	0.0000511280	0.0000000000	0.0001597316	0.0000524156	0.0003270769
White Female 47	0.0024000000	0.0024028846	0.0004715358	0.0001037663	0.0001122724	0.0000458118	0.0000377446	0.0000361771	0.0000838699	0.0000000000	0.0000342753	0.0000510367	0.0000000000	0.0003511543	0.0000218144	0.0000203550	0.0001183340	0.0002587113	0.0000568158	0.0000000000	0.0001775009	0.0000582465	0.0003634625
White Female 48	0.0026300000	0.0026334645	0.0005167842	0.0001137237	0.0001230460	0.0000502079	0.0000413666	0.0000396487	0.0000919180	0.0000000000	0.0000375643	0.0000559342	0.0000000000	0.0003848510	0.0000239077	0.0000223083	0.0001296892	0.0002835371	0.0000622678	0.0000000000	0.0001945339	0.0000638358	0.0003983402
White Female 49	0.0028700000	0.0028741263	0.0005640110	0.0001241164	0.0001342907	0.0000547962	0.0000451469	0.0000432720	0.0001003181	0.0000000000	0.0000409972	0.0000610458	0.0000000000	0.0004200210	0.0000260926	0.0000243470	0.0001415410	0.0003094484	0.0000679582	0.0000000000	0.0002123115	0.0000696695	0.0004347429
White Female 50	0.0031200000	0.0031248773	0.0006132177	0.0001349449	0.0001460068	0.0000595769	0.0000490857	0.0000470472	0.0001090702	0.0000000000	0.0000445739	0.0000663717	0.0000000000	0.0004566654	0.0000283690	0.0000264711	0.0001538897	0.0003364460	0.0000738871	0.0000000000	0.0002308345	0.0000757478	0.0004726717
White Female 51	0.0034200000	0.0034258616	0.0006722821	0.0001479426	0.0001600700	0.0000653152	0.0000538136	0.0000515788	0.0001195757	0.0000000000	0.0000488672	0.0000727645	0.0000000000	0.0005006508	0.0000311015	0.0000290208	0.0001687121	0.0003688521	0.0000810038	0.0000000000	0.0002530682	0.0000830437	0.0005181989
White Female 52	0.0037700000	0.0037771244	0.0007412130	0.0001631115	0.0001764824	0.0000720122	0.0000593312	0.0000568673	0.0001318362	0.0000000000	0.0000538777	0.0000802253	0.0000000000	0.0005519839	0.0000342904	0.0000319963	0.0001860106	0.0004066715	0.0000893094	0.0000000000	0.0002790159	0.0000915584	0.0005713312
White Female 53	0.0041900000	0.0041988026	0.0008239620	0.0001813213	0.0001961849	0.0000800516	0.0000659549	0.0000632159	0.0001465544	0.0000000000	0.0000598926	0.0000891816	0.0000000000	0.0006136074	0.0000381185	0.0000355684	0.0002067769	0.0004520723	0.0000992799	0.0000000000	0.0003101653	0.0001017800	0.0006351146
White Female 54	0.0046700000	0.0046809385	0.0009185751	0.0002021419	0.0002187122	0.0000892437	0.0000735283	0.0000704748	0.0001633828	0.0000000000	0.0000667699	0.0000994221	0.0000000000	0.0006840661	0.0000424956	0.0000396526	0.0002305204	0.0005039824	0.0001106799	0.0000000000	0.0003457806	0.0001134671	0.0007080429
White Female 55	0.0052000000	0.0052135671	0.0010230967	0.0002251430	0.0002435988	0.0000993985	0.0000818949	0.0000784939	0.0001819735	0.0000000000	0.0000743675	0.0001107350	0.0000000000	0.0007619037	0.0000473310	0.0000441646	0.0002567506	0.0005613289	0.0001232738	0.0000000000	0.0003851259	0.0001263782	0.0007886088
White Female 56	0.0057500000	0.0057665949	0.0011316215	0.0002490249	0.0002694385	0.0001099421	0.0000905819	0.0000868202	0.0002012763	0.0000000000	0.0000822560	0.0001224811	0.0000000000	0.0008427224	0.0000523516	0.0000488493	0.0002839853	0.0006208717	0.0001363500	0.0000000000	0.0004259780	0.0001397837	0.0008722603
White Female 57	0.0063400000	0.0063601832	0.0012481057	0.0002746585	0.0002971733	0.0001212591	0.0000999060	0.0000957571	0.0002219949	0.0000000000	0.0000907230	0.0001350888	0.0000000000	0.0009294686	0.0000577405	0.0000538777	0.0003132175	0.0006847815	0.0001503853	0.0000000000	0.0004698263	0.0001541724	0.0009620470
White Female 58	0.0069600000	0.0069843338	0.0013705873	0.0003016118	0.0003263361	0.0001331587	0.0001097102	0.0001051541	0.0002437801	0.0000000000	0.0000996261	0.0001483456	0.0000000000	0.0010206812	0.0000634068	0.0000591649	0.0003439549	0.0007519819	0.0001651432	0.0000000000	0.0005159323	0.0001693020	0.0010564565
White Female 59	0.0076100000	0.0076391038	0.0014990777	0.0003298875	0.0003569296	0.0001456422	0.0001199953	0.0001150121	0.0002666341	0.0000000000	0.0001089658	0.0001622528	0.0000000000	0.0011163684	0.0000693511	0.0000647115	0.0003762001	0.0008224790	0.0001806252	0.0000000000	0.0005643001	0.0001851738	0.0011554976
White Female 60	0.0083200000	0.0083548044	0.0016395249	0.0003607943	0.0003903700	0.0001592872	0.0001312376	0.0001257875	0.0002916148	0.0000000000	0.0001191748	0.0001774541	0.0000000000	0.0012209599	0.0000758485	0.0000707743	0.0004114459	0.0008995363	0.0001975478	0.0000000000	0.0006171689	0.0002025225	0.0012637551
White Female 61	0.0090800000	0.0091214744	0.0017899742	0.0003939022	0.0004261919	0.0001739041	0.0001432804	0.0001373303	0.0003183745	0.0000000000	0.0001301107	0.0001937380	0.0000000000	0.0013330000	0.0000828087	0.0000772688	0.0004492018	0.0009820813	0.0002156755	0.0000000000	0.0006738027	0.0002211068	0.0013797223
White Female 62	0.0099100000	0.0099594309	0.0019544126	0.0004300886	0.0004653446	0.0001898800	0.0001564431	0.0001499463	0.0003476225	0.0000000000	0.0001420635	0.0002115360	0.0000000000	0.0014554579	0.0000904160	0.0000843672	0.0004904683	0.0010723015	0.0002354889	0.0000000000	0.0007357025	0.0002414191	0.0015064724
White Female 63	0.0107700000	0.0108284163	0.0021249400	0.0004676149	0.0005059471	0.0002064475	0.0001700932	0.0001630295	0.0003779534	0.0000000000	0.0001544589	0.0002299931	0.0000000000	0.0015824502	0.0000983050	0.0000917284	0.0005332629	0.0011658625	0.0002560358	0.0000000000	0.0007998944	0.0002624835	0.0016379159
White Female 64	0.0116900000	0.0117588653	0.0023075289	0.0005077954	0.0005494214	0.0002241868	0.0001847087	0.0001770381	0.0004104296	0.0000000000	0.0001677310	0.0002497556	0.0000000000	0.0017184248	0.0001067521	0.0000996104	0.0005790844	0.0012660412	0.0002780361	0.0000000000	0.0008686266	0.0002850378	0.0017786564
White Female 65	0.0127000000	0.0127813344	0.0046269848	0.0012103773	0.0006450879	0.0000475090	0.0001701206	0.0005922713	0.0003349489	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0026496267	0.0000508093	0.0000474102	0.0002756188	0.0006025801	0.0001323330	0.0000000000	0.0004134282	0.0001356655	0.0008465626
White Female 66	0.0137900000	0.0138859653	0.0050268734	0.0013149846	0.0007008399	0.0000516149	0.0001848234	0.0006434585	0.0003638970	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0028786216	0.0000552005	0.0000515076	0.0002994393	0.0006546583	0.0001437699	0.0000000000	0.0004491589	0.0001473904	0.0009197270
White Female 67	0.0150100000	0.0151237901	0.0054749797	0.0014322051	0.0007633142	0.0000562160	0.0002012989	0.0007008178	0.0003963355	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0031352281	0.0000601212	0.0000560991	0.0003261319	0.0007130160	0.0001565859	0.0000000000	0.0004891979	0.0001605291	0.0010017134
White Female 68	0.0163700000	0.0165054689	0.0059751628	0.0015630485	0.0008330491	0.0000613518	0.0002196892	0.0007648431	0.0004325440	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0034216562	0.0000656138	0.0000612242	0.0003559267	0.0007781557	0.0001708913	0.0000000000	0.0005338900	0.0001751948	0.0010932280
White Female 69	0.0179100000	0.0180723251	0.0065423821	0.0017114279	0.0009121300	0.0000671759	0.0002405442	0.0008374493	0.0004736051	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0037464724	0.0000718424	0.0000670362	0.0003897146	0.0008520256	0.0001871139	0.0000000000	0.0005845719	0.0001918259	0.0011970076
White Female 70	0.0195700000	0.0197640280	0.0071547973	0.0018716302	0.0009975121	0.0000734640	0.0002630609	0.0009158407	0.0005179381	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0040971698	0.0000785674	0.0000733113	0.0004261948	0.0009317815	0.0002046292	0.0000000000	0.0006392922	0.0002097822	0.0013090563
White Female 71	0.0213800000	0.0216118630	0.0078237341	0.0020466180	0.0010907744	0.0000803326	0.0002876557	0.0010014671	0.0005663626	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0044802341	0.0000859131	0.0000801655	0.0004660418	0.0010188983	0.0002237609	0.0000000000	0.0006990627	0.0002293958	0.0014314463
White Female 72	0.0233500000	0.0236269306	0.0085532109	0.0022374425	0.0011924771	0.0000878227	0.0003144764	0.0010948429	0.0006191697	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0048979665	0.0000939235	0.0000876401	0.0005094951	0.0011138993	0.0002446242	0.0000000000	0.0007642426	0.0002507844	0.0015649129
White Female 73	0.0255100000	0.0258410218	0.0093547364	0.0024471144	0.0013042247	0.0000960526	0.0003439462	0.0011974411	0.0006771924	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0053569573	0.0001027251	0.0000958528	0.0005572401	0.0012182833	0.0002675480	0.0000000000	0.0008358601	0.0002742856	0.0017115616
White Female 74	0.0278700000	0.0282657386	0.0102325108	0.0026767322	0.0014266028	0.0001050654	0.0003762194	0.0013097995	0.0007407348	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0058596117	0.0001123641	0.0001048469	0.0006095271	0.0013325974	0.0002926526	0.0000000000	0.0009142906	0.0003000223	0.0018721610
White Female 75	0.0304700000	0.0309438610	0.0112020208	0.0029303472	0.0015617705	0.0001150201	0.0004118654	0.0014339004	0.0008109179	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0064147982	0.0001230103	0.0001147809	0.0006672786	0.0014588583	0.0003203808	0.0000000000	0.0010009178	0.0003284489	0.0020495446
White Female 76	0.0333600000	0.0339291383	0.0122827243	0.0032130495	0.0017124407	0.0001261166	0.0004515997	0.0015722345	0.0008891504	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0070336593	0.0001348776	0.0001258543	0.0007316536	0.0015996002	0.0003512893	0.0000000000	0.0010974804	0.0003601356	0.0022472723
White Female 77	0.0365800000	0.0372658252	0.0134906420	0.0035290298	0.0018808470	0.0001385192	0.0004960113	0.0017268525	0.0009765919	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0077253692	0.0001481419	0.0001382312	0.0008036065	0.0017569094	0.0003858360	0.0000000000	0.0012054097	0.0003955524	0.0024682753
White Female 78	0.0401900000	0.0410199308	0.0148496698	0.0038845392	0.0020703208	0.0001524735	0.0005459788	0.0019008131	0.0010749724	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0085036118	0.0001630655	0.0001521564	0.0008845606	0.0019338979	0.0004247046	0.0000000000	0.0013268409	0.0004353998	0.0027169258
White Female 79	0.0442800000	0.0452902959	0.0163955893	0.0042889377	0.0022858508	0.0001683467	0.0006028177	0.0020986966	0.0011868820	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0093888772	0.0001800413	0.0001679966	0.0009766475	0.0021352256	0.0004689183	0.0000000000	0.0014649712	0.0004807269	0.0029997704
White Female 80	0.0489100000	0.0501465837	0.0181536194	0.0047488225	0.0025309530	0.0001863978	0.0006674553	0.0023237310	0.0013141464	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0103956070	0.0001993464	0.0001860102	0.0010813693	0.0023641769	0.0005191985	0.0000000000	0.0016220539	0.0005322732	0.0033214232
