caldt,vwretd,vwindd,CAP1RET,CAP1IND,CAP2RET,CAP2IND,CAP3RET,CAP3IND,CAP4RET,CAP4IND,CAP5RET,CAP5IND,CAP6RET,CAP6IND,CAP7RET,CAP7IND,CAP8RET,CAP8IND,CAP9RET,CAP9IND,CAP10RET,CAP10IND
19251231,,1.471087,,0.151495,,0.624371,,0.896114,,0.873540,,0.960343,,0.877310,,0.778376,,1.581383,,1.025264,,1.704463
19260130,0.000724,1.472152,0.140946,0.172848,0.043712,0.651663,0.000041,0.896151,0.027872,0.897887,0.023553,0.982962,-0.002319,0.875275,0.006494,0.783430,0.006913,1.592316,0.001219,1.026513,-0.003466,1.698555
19260227,-0.033374,1.423020,-0.041067,0.165749,-0.070521,0.605707,-0.055560,0.846360,-0.072787,0.832533,-0.063612,0.920434,-0.059679,0.823040,-0.048510,0.745426,-0.055480,1.503974,-0.038009,0.987496,-0.022288,1.660697
19260331,-0.064341,1.331461,-0.139143,0.142687,-0.099175,0.545636,-0.130756,0.735693,-0.108843,0.741917,-0.091392,0.836313,-0.090326,0.748698,-0.099674,0.671127,-0.082022,1.380615,-0.067479,0.920861,-0.051731,1.574787
19260430,0.038358,1.382533,0.045399,0.149165,0.011936,0.552149,0.007388,0.741128,0.046690,0.776557,0.065360,0.890974,0.029715,0.770946,0.041646,0.699076,0.040422,1.436422,0.035390,0.953451,0.038565,1.635520
19260528,0.012172,1.399362,0.001372,0.149369,-0.021800,0.540112,-0.011673,0.732477,0.022850,0.794302,0.016846,0.905984,-0.011304,0.762231,0.012998,0.708163,0.008556,1.448712,0.014993,0.967745,0.013372,1.657390
19260630,0.056888,1.478969,0.013340,0.151362,0.044195,0.563982,0.067136,0.781652,0.036900,0.823612,0.036887,0.939403,0.032294,0.786846,0.056051,0.747856,0.047906,1.518114,0.061244,1.027014,0.059753,1.756423
19260731,0.028365,1.520920,0.002581,0.151752,0.024248,0.577658,-0.005229,0.777565,0.007991,0.830193,0.009533,0.948358,0.029750,0.810255,0.014801,0.758925,0.006117,1.527400,0.033522,1.061441,0.033335,1.814972
19260831,0.028065,1.563604,0.006039,0.152669,0.079373,0.623508,0.019745,0.792918,0.026398,0.852108,0.037312,0.983743,0.026452,0.831688,0.026748,0.779225,0.022029,1.561047,0.008243,1.070190,0.034257,1.877148
19260930,0.005890,1.572813,0.001003,0.152822,-0.011355,0.616428,-0.015660,0.780501,0.007634,0.858613,-0.002450,0.981334,-0.004070,0.828304,-0.014984,0.767549,0.005970,1.570366,-0.002287,1.067743,0.011073,1.897933
19261030,-0.031066,1.523952,-0.031101,0.148069,-0.017844,0.605428,-0.038033,0.750816,-0.050558,0.815204,-0.029094,0.952783,-0.020769,0.811100,-0.044778,0.733180,-0.029185,1.524535,-0.028783,1.037010,-0.030979,1.839138
19261130,0.027547,1.565932,0.017832,0.150709,0.023354,0.619567,0.018664,0.764830,0.026781,0.837036,0.027134,0.978636,0.038228,0.842107,0.042239,0.764148,0.031570,1.572665,0.034640,1.072932,0.023617,1.882572
19261231,0.030466,1.613640,0.020117,0.153741,0.029315,0.637730,0.058833,0.809827,0.015863,0.850314,0.035404,1.013283,0.017631,0.856955,0.010666,0.772299,0.030162,1.620101,0.033941,1.109348,0.031528,1.941926
19270131,0.001449,1.615978,0.008060,0.154980,0.012829,0.645911,0.014638,0.821681,0.030318,0.876094,0.012926,1.026381,0.002464,0.859067,0.018389,0.786501,0.008339,1.633610,0.007501,1.117670,-0.003674,1.934791
19270228,0.045821,1.690024,0.088393,0.168679,0.073705,0.693518,0.064969,0.875065,0.054802,0.924105,0.056912,1.084795,0.069091,0.918420,0.072563,0.843572,0.037916,1.695549,0.043211,1.165966,0.043061,2.018105
19270331,0.006245,1.700578,-0.086256,0.154130,-0.009511,0.686922,-0.037529,0.842225,-0.001807,0.922435,-0.037705,1.043893,-0.033296,0.887841,0.000849,0.844288,-0.016714,1.667210,-0.003070,1.162386,0.017025,2.052464
19270430,0.006638,1.711866,0.033255,0.159255,0.027239,0.705633,-0.001101,0.841298,-0.002547,0.920086,0.006886,1.051080,0.013005,0.899387,0.005504,0.848935,-0.005692,1.657720,0.000756,1.163265,0.009572,2.072110
19270531,0.056948,1.809353,0.066319,0.169817,0.075733,0.759073,0.102565,0.927586,0.091731,1.004486,0.036389,1.089328,0.066174,0.958903,0.082012,0.918558,0.058904,1.755366,0.068723,1.243208,0.050223,2.176177
19270630,-0.020372,1.772492,-0.031582,0.164454,-0.050922,0.720420,-0.002390,0.925369,-0.006152,0.998307,-0.012608,1.075594,0.000794,0.959665,-0.017638,0.902356,-0.023370,1.714344,-0.036112,1.198313,-0.017974,2.137063
19270730,0.075659,1.906597,0.075114,0.176807,0.053365,0.758865,0.051886,0.973383,0.026997,1.025258,0.042814,1.121644,0.056282,1.013676,0.064639,0.960684,0.070017,1.834377,0.056620,1.266162,0.086475,2.321866
19270831,0.027050,1.958170,0.003389,0.177406,-0.017795,0.745361,0.001532,0.974874,-0.005035,1.020095,0.006209,1.128608,-0.014282,0.999198,0.007918,0.968291,0.004482,1.842599,0.018126,1.289112,0.037891,2.409843
19270930,0.049025,2.054168,-0.005487,0.176432,0.021930,0.761707,0.016200,0.990667,0.027804,1.048458,0.025409,1.157285,0.056005,1.055158,0.058747,1.025174,0.051750,1.937953,0.049957,1.353512,0.049399,2.528886
19271031,-0.041894,1.968111,-0.052544,0.167162,-0.061465,0.714888,-0.057474,0.933729,-0.021046,1.026392,-0.021582,1.132308,-0.018958,1.035155,-0.033752,0.990572,-0.032962,1.874074,-0.048874,1.287361,-0.043690,2.418399
19271130,0.068685,2.103291,0.135840,0.189869,0.086632,0.776821,0.101112,1.028141,0.112876,1.142247,0.064369,1.205194,0.070109,1.107729,0.076016,1.065871,0.074130,2.013000,0.073798,1.382365,0.064354,2.574032
19271231,0.023658,2.153050,0.062854,0.201803,0.002100,0.778452,0.024542,1.053373,0.020328,1.165467,0.033444,1.245500,0.038834,1.150747,0.034025,1.102138,0.038243,2.089982,0.040932,1.438949,0.015680,2.614393
19280131,-0.003541,2.145425,0.093439,0.220660,0.041518,0.810772,0.055187,1.111505,0.021791,1.190863,0.009691,1.257571,0.034610,1.190574,0.005994,1.108744,-0.006533,2.076327,0.018104,1.465000,-0.013363,2.579456
19280229,-0.014416,2.114497,-0.020959,0.216035,-0.015841,0.797929,-0.022136,1.086901,-0.028191,1.157292,-0.031658,1.217758,-0.027864,1.157400,-0.024607,1.081461,-0.034377,2.004950,-0.026607,1.426021,-0.006441,2.562843
19280331,0.090905,2.306715,0.031615,0.222865,0.058485,0.844596,0.074812,1.168214,0.093022,1.264945,0.065227,1.297189,0.086533,1.257554,0.073669,1.161131,0.078979,2.163298,0.075724,1.534005,0.099144,2.816932
19280430,0.043168,2.406291,0.225837,0.273196,0.176702,0.993838,0.082167,1.264203,0.077624,1.363136,0.061607,1.377104,0.076829,1.354171,0.062992,1.234273,0.040077,2.249996,0.045039,1.603096,0.036223,2.918969
19280531,0.018386,2.450533,0.111934,0.303776,0.044517,1.038080,0.040218,1.315046,-0.007073,1.353493,0.026279,1.413293,0.026940,1.390652,0.022894,1.262531,0.018664,2.291990,0.019731,1.634726,0.016738,2.967827
19280630,-0.045334,2.339441,-0.103444,0.272352,-0.127836,0.905376,-0.086155,1.201748,-0.049738,1.286174,-0.074781,1.307606,-0.054311,1.315124,-0.045669,1.204872,-0.073677,2.123123,-0.057901,1.540074,-0.035963,2.861094
19280731,0.010074,2.363009,0.017590,0.277143,0.000043,0.905415,0.004392,1.207027,0.012114,1.301754,0.005317,1.314558,-0.000019,1.315099,0.011480,1.218704,-0.001700,2.119514,0.020123,1.571065,0.009654,2.888716
19280831,0.069607,2.527492,-0.004080,0.276012,0.049122,0.949891,0.057732,1.276711,0.031085,1.342219,0.067814,1.403703,0.091099,1.434903,0.082082,1.318737,0.079206,2.287392,0.077098,1.692191,0.066695,3.081381
19280929,0.031445,2.606967,0.122969,0.309953,0.057536,1.004544,0.052216,1.343375,0.051475,1.411310,0.038173,1.457287,0.074076,1.541194,0.042965,1.375397,0.059199,2.422804,0.030395,1.743625,0.024068,3.155543
19281031,0.018801,2.655982,0.037565,0.321596,0.054627,1.059419,0.029725,1.383306,0.018357,1.437217,0.021806,1.489065,0.001592,1.543648,0.008127,1.386575,0.003743,2.431872,0.037339,1.808731,0.016623,3.207997
19281130,0.121287,2.978119,0.095199,0.352212,0.240121,1.313808,0.108453,1.533330,0.093474,1.571560,0.117442,1.663943,0.116306,1.723183,0.123497,1.557813,0.087174,2.643869,0.129291,2.042584,0.123367,3.603759
19281231,0.005262,2.993789,-0.052624,0.333677,-0.029808,1.274646,-0.010919,1.516587,-0.021273,1.538128,0.012666,1.685018,0.017265,1.752933,-0.005955,1.548537,0.031261,2.726518,0.025154,2.093964,-0.001163,3.599566
19290131,0.052099,3.149762,0.048265,0.349782,0.003512,1.279123,0.020350,1.547450,0.012492,1.557343,0.033399,1.741296,0.029798,1.805167,0.010043,1.564089,0.042966,2.843665,0.065512,2.231144,0.055912,3.800826
19290228,-0.000190,3.149163,-0.015584,0.344331,-0.005665,1.271876,0.015721,1.571777,0.005839,1.566435,0.009268,1.757435,0.012905,1.828462,0.014149,1.586220,0.004087,2.855288,0.001142,2.233692,-0.003050,3.789232
19290328,-0.007971,3.124060,-0.000514,0.344154,-0.035889,1.226230,-0.052203,1.489726,-0.047240,1.492437,-0.044802,1.678698,-0.034091,1.766129,-0.041016,1.521158,-0.035498,2.753932,-0.013669,2.203159,0.003413,3.802166
19290430,0.016786,3.176499,0.017019,0.350011,-0.017096,1.205266,0.006461,1.499351,0.032949,1.541611,0.020172,1.712560,0.010190,1.784126,0.043798,1.587782,-0.004747,2.740860,0.007168,2.218951,0.020158,3.878809
19290531,-0.059109,2.988740,-0.156716,0.295159,-0.159465,1.013069,-0.113009,1.329912,-0.117355,1.360695,-0.086572,1.564301,-0.091089,1.621612,-0.078799,1.462667,-0.074194,2.537505,-0.036772,2.137356,-0.056171,3.660932
19290629,0.099650,3.286568,0.083684,0.319859,0.059172,1.073014,0.050599,1.397204,0.063516,1.447120,0.088389,1.702568,0.064782,1.726663,0.106120,1.617885,0.088610,2.762352,0.108040,2.368275,0.101976,4.034261
19290731,0.045348,3.435607,-0.004647,0.318373,-0.018286,1.053393,0.046930,1.462775,0.031817,1.493164,0.013273,1.725166,0.013660,1.750248,0.046517,1.693145,0.011116,2.793058,0.041442,2.466420,0.053258,4.249118
19290830,0.085580,3.729626,-0.017874,0.312682,-0.002218,1.051056,-0.024820,1.426470,0.032688,1.541972,0.012859,1.747350,0.030755,1.804077,0.043596,1.766959,0.039099,2.902263,0.081183,2.666651,0.102808,4.685964
19290930,-0.050009,3.543109,-0.038118,0.300764,-0.068923,0.978614,-0.069820,1.326873,-0.057669,1.453048,-0.036400,1.683746,-0.036296,1.738597,-0.015224,1.740059,-0.034852,2.801114,-0.039423,2.561523,-0.056885,4.419403
19291031,-0.195499,2.850437,-0.223989,0.233396,-0.252028,0.731976,-0.257311,0.985454,-0.227612,1.122317,-0.238548,1.282092,-0.211716,1.370507,-0.239111,1.323992,-0.197916,2.246727,-0.198113,2.054053,-0.188068,3.588254
19291127,-0.123267,2.499072,-0.141642,0.200337,-0.130128,0.636726,-0.141662,0.845852,-0.125283,0.981710,-0.135990,1.107740,-0.116380,1.211007,-0.137229,1.142302,-0.122033,1.972554,-0.103293,1.841884,-0.126514,3.134290
19291231,0.017974,2.543990,-0.052768,0.189766,-0.067120,0.593989,0.002614,0.848063,-0.032001,0.950294,-0.007091,1.099885,-0.012813,1.195490,0.025989,1.171989,-0.008127,1.956523,0.029090,1.895463,0.021323,3.201123
19300131,0.056640,2.688081,0.236321,0.234611,0.173129,0.696825,0.120711,0.950434,0.152018,1.094756,0.070200,1.177097,0.098500,1.313246,0.072626,1.257106,0.060711,2.075306,0.048186,1.986799,0.052448,3.369016
19300228,0.027701,2.762544,0.043237,0.244755,0.051689,0.732843,0.014299,0.964024,0.058460,1.158756,0.049476,1.235335,0.014152,1.331832,0.001673,1.259208,0.042064,2.162602,0.030547,2.047489,0.026391,3.457927
19300331,0.075027,2.969810,0.097428,0.268601,0.164460,0.853366,0.095400,1.055992,0.081791,1.253531,0.123665,1.388103,0.114425,1.484226,0.089954,1.372479,0.069968,2.313914,0.068567,2.187880,0.072604,3.708988
19300430,-0.020885,2.907786,-0.084771,0.245832,-0.020675,0.835723,-0.048941,1.004311,-0.042402,1.200379,-0.036382,1.337600,-0.019652,1.455059,-0.029516,1.331969,-0.061442,2.171742,-0.036357,2.108335,-0.011667,3.665717
19300529,-0.013252,2.869251,-0.069844,0.228662,-0.096441,0.755125,-0.031383,0.972793,-0.036995,1.155970,-0.032223,1.294498,-0.034749,1.404497,-0.035439,1.284765,-0.030822,2.104804,-0.013138,2.080636,-0.007610,3.637819
19300630,-0.157873,2.416275,-0.208830,0.180910,-0.238214,0.575244,-0.225897,0.753042,-0.214162,0.908405,-0.205452,1.028541,-0.195434,1.130011,-0.177123,1.057204,-0.174672,1.737154,-0.163894,1.739632,-0.149130,3.095312
19300731,0.039659,2.512103,0.022655,0.185009,0.007917,0.579798,0.022096,0.769681,0.048824,0.952757,0.061694,1.091995,0.045786,1.181750,0.039344,1.098798,0.036986,1.801405,0.046520,1.820560,0.037946,3.212767
19300829,0.004120,2.522454,-0.056347,0.174584,-0.004904,0.576954,-0.037440,0.740865,-0.018597,0.935038,-0.021205,1.068840,-0.003261,1.177897,-0.008963,1.088950,-0.012284,1.779276,0.001883,1.823987,0.008516,3.240128
19300930,-0.124009,2.209648,-0.123738,0.152981,-0.228484,0.445129,-0.176160,0.610354,-0.158488,0.786846,-0.143418,0.915549,-0.141479,1.011249,-0.136119,0.940724,-0.143562,1.523839,-0.124961,1.596059,-0.118932,2.854774
19301031,-0.086989,2.017433,-0.103297,0.137179,-0.112243,0.395167,-0.105332,0.546064,-0.105464,0.703863,-0.112903,0.812180,-0.089330,0.920915,-0.090261,0.855813,-0.084692,1.394782,-0.100038,1.436392,-0.082928,2.618034
19301129,-0.025990,1.965000,-0.063670,0.128445,-0.037730,0.380257,-0.030868,0.529208,-0.022369,0.688118,-0.012345,0.802154,-0.032015,0.891431,-0.025078,0.834351,-0.033302,1.348332,-0.029692,1.393743,-0.024613,2.553595
19301231,-0.078419,1.810906,-0.187229,0.104396,-0.178759,0.312283,-0.122949,0.464143,-0.165057,0.574540,-0.104683,0.718182,-0.094785,0.806937,-0.096425,0.753899,-0.094518,1.220890,-0.095215,1.261038,-0.069557,2.375975
19310131,0.062534,1.924149,0.286714,0.134328,0.184932,0.370034,0.209018,0.561157,0.128949,0.648626,0.140718,0.819243,0.104474,0.891241,0.085609,0.818439,0.080091,1.318673,0.089387,1.373758,0.050427,2.495788
19310228,0.109401,2.134652,0.233455,0.165687,0.263699,0.467612,0.179046,0.661630,0.146820,0.743857,0.115168,0.913594,0.152797,1.027421,0.137976,0.931364,0.107193,1.460025,0.108171,1.522359,0.105623,2.759401
19310331,-0.064041,1.997947,-0.106759,0.147999,-0.059719,0.439686,-0.087478,0.603752,-0.061765,0.697913,-0.075935,0.844220,-0.054280,0.971653,-0.061177,0.874385,-0.083693,1.337831,-0.086327,1.390938,-0.057949,2.599496
19310430,-0.098484,1.801181,-0.243680,0.111935,-0.201605,0.351043,-0.174666,0.498297,-0.174962,0.575804,-0.150281,0.717350,-0.158944,0.817215,-0.120881,0.768689,-0.134424,1.157995,-0.123862,1.218654,-0.084970,2.378617
19310529,-0.132915,1.561778,-0.146724,0.095511,-0.144602,0.300282,-0.127914,0.434558,-0.149057,0.489977,-0.120269,0.631075,-0.139758,0.703003,-0.138047,0.662574,-0.160483,0.972157,-0.162458,1.020674,-0.124870,2.081599
19310630,0.137961,1.777242,0.217593,0.116294,0.188670,0.356936,0.171959,0.509284,0.186598,0.581405,0.136358,0.717127,0.148491,0.807392,0.142361,0.756898,0.189203,1.156092,0.165073,1.189159,0.127767,2.347559
19310731,-0.065034,1.661662,-0.090781,0.105736,-0.050143,0.339038,-0.065102,0.476129,-0.077204,0.536518,-0.079721,0.659957,-0.069102,0.751599,-0.067260,0.705989,-0.058995,1.087889,-0.076325,1.098396,-0.062791,2.200153
19310831,0.002348,1.665564,-0.069064,0.098434,-0.057880,0.319414,-0.041157,0.456533,-0.008045,0.532202,-0.016934,0.648782,0.004387,0.754897,-0.020532,0.691494,0.012494,1.101481,0.000277,1.098700,0.003910,2.208756
19310930,-0.290070,1.182435,-0.363017,0.062701,-0.324777,0.215676,-0.333546,0.304258,-0.308868,0.367822,-0.334150,0.431991,-0.327533,0.507643,-0.308443,0.478208,-0.317542,0.751715,-0.321571,0.745390,-0.278807,1.592940
19311031,0.079160,1.276036,0.112915,0.069780,0.087446,0.234536,0.069353,0.325359,0.099787,0.404525,0.091660,0.471587,0.088707,0.552675,0.120640,0.535899,0.106729,0.831945,0.096392,0.817240,0.071729,1.707200
19311130,-0.088776,1.162755,-0.091112,0.063423,-0.109987,0.208740,-0.096115,0.294087,-0.092737,0.367011,-0.033586,0.455748,-0.081621,0.507565,-0.063672,0.501777,-0.120200,0.731945,-0.083686,0.748848,-0.089322,1.554709
19311231,-0.133406,1.007636,-0.253948,0.047317,-0.202502,0.166470,-0.220892,0.229126,-0.165755,0.306177,-0.137835,0.392930,-0.168645,0.421966,-0.146996,0.428018,-0.125943,0.639762,-0.146971,0.638789,-0.128695,1.354626
19320130,-0.010780,0.996774,0.243872,0.058856,0.211262,0.201638,0.097051,0.251363,0.053082,0.322429,0.068752,0.419945,0.064516,0.449190,0.014925,0.434406,0.017414,0.650903,0.007624,0.643659,-0.021713,1.325213
19320229,0.056004,1.052597,-0.051108,0.055848,-0.004394,0.200752,0.027809,0.258353,0.013268,0.326707,-0.009315,0.416033,-0.004341,0.447240,0.037369,0.450640,0.015169,0.660776,0.048741,0.675032,0.064736,1.411002
19320331,-0.108741,0.938137,-0.134647,0.048328,-0.162433,0.168144,-0.125061,0.226043,-0.160250,0.274352,-0.108005,0.371100,-0.132903,0.387800,-0.131422,0.391416,-0.092865,0.599413,-0.117154,0.595950,-0.106398,1.260875
19320430,-0.179220,0.770004,-0.170042,0.040110,-0.264711,0.123634,-0.192008,0.182641,-0.188012,0.222771,-0.193376,0.299338,-0.175571,0.319714,-0.165113,0.326788,-0.161656,0.502514,-0.160704,0.500178,-0.183845,1.029069
19320531,-0.207520,0.610212,-0.122528,0.035196,-0.119670,0.108839,-0.213834,0.143586,-0.212657,0.175397,-0.223688,0.232380,-0.280215,0.230125,-0.243200,0.247313,-0.210630,0.396670,-0.203434,0.398425,-0.205016,0.818094
19320630,-0.005089,0.607107,-0.043067,0.033680,-0.036823,0.104831,-0.019422,0.140798,0.043601,0.183045,0.052622,0.244608,0.034355,0.238031,0.056302,0.261237,0.031094,0.409004,0.002104,0.399264,-0.013056,0.807413
19320730,0.337451,0.811976,0.328116,0.044731,0.407513,0.147551,0.453394,0.204634,0.361238,0.249167,0.319494,0.322759,0.409284,0.335454,0.340208,0.350113,0.378515,0.563818,0.358292,0.542316,0.328490,1.072640
19320831,0.366025,1.109179,1.011107,0.089958,0.863677,0.274987,0.679203,0.343622,0.558002,0.388203,0.622132,0.523557,0.558630,0.522848,0.418121,0.496502,0.390110,0.783769,0.441329,0.781656,0.334747,1.431704
19320930,-0.030885,1.074922,-0.182639,0.073528,-0.146001,0.234839,-0.119205,0.302661,-0.100701,0.349111,-0.050289,0.497228,-0.069604,0.486456,-0.027370,0.482913,-0.018959,0.768909,-0.050809,0.741941,-0.024653,1.396407
19321031,-0.131180,0.933914,-0.204816,0.058469,-0.207868,0.186023,-0.183076,0.247251,-0.170267,0.289669,-0.194664,0.400436,-0.197223,0.390516,-0.169387,0.401113,-0.148437,0.654774,-0.143484,0.635485,-0.121907,1.226176
19321130,-0.055696,0.881898,-0.112191,0.051909,-0.089475,0.169379,-0.121400,0.217235,-0.115745,0.256141,-0.050160,0.380350,-0.081812,0.358567,-0.050409,0.380894,-0.054596,0.619027,-0.082581,0.583006,-0.049607,1.165349
19321231,0.045762,0.922256,-0.092758,0.047094,-0.115255,0.149857,-0.095829,0.196417,-0.055398,0.241951,-0.057671,0.358415,-0.050318,0.340525,0.015682,0.386867,0.022272,0.632814,0.016829,0.592817,0.060015,1.235288
19330131,0.009781,0.931276,0.030021,0.048508,0.060845,0.158975,0.017151,0.199786,0.062765,0.257137,0.051419,0.376844,0.064264,0.362408,-0.005823,0.384614,0.020559,0.645824,0.021708,0.605686,0.005232,1.241751
19330228,-0.150298,0.791307,-0.160962,0.040700,-0.133192,0.137801,-0.169668,0.165889,-0.193478,0.207387,-0.174525,0.311075,-0.163112,0.303295,-0.166900,0.320422,-0.153629,0.546606,-0.146936,0.516688,-0.148878,1.056881
19330331,0.033990,0.818203,0.121290,0.045636,0.093743,0.150719,0.131375,0.187683,0.126085,0.233535,0.074013,0.334099,0.064993,0.323007,0.105234,0.354141,0.078538,0.589535,0.061579,0.548505,0.020278,1.078312
19330429,0.383683,1.132133,0.558143,0.071108,0.542067,0.232419,0.392048,0.261263,0.528817,0.357033,0.539033,0.514189,0.470597,0.475013,0.565413,0.554377,0.503320,0.886260,0.430023,0.784375,0.351727,1.457583
19330531,0.211855,1.371981,1.024281,0.143942,0.863280,0.433061,0.913349,0.499887,0.669864,0.596196,0.533878,0.788703,0.470857,0.698676,0.390106,0.770643,0.295861,1.148470,0.239227,0.972019,0.167477,1.701695
19330630,0.134354,1.556313,0.353792,0.194868,0.270973,0.550409,0.261879,0.630797,0.128572,0.672850,0.201370,0.947524,0.197334,0.836548,0.172550,0.903617,0.120975,1.287405,0.152560,1.120310,0.124434,1.913443
19330731,-0.096081,1.406781,-0.054915,0.184167,-0.124467,0.481901,-0.056619,0.595082,-0.136457,0.581035,-0.149714,0.805666,-0.131303,0.726707,-0.106767,0.807141,-0.112801,1.142184,-0.120345,0.985486,-0.086125,1.748648
19330831,0.121270,1.577381,0.039562,0.191453,0.074185,0.517651,0.054103,0.627278,0.115976,0.648421,0.149945,0.926472,0.160564,0.843390,0.182564,0.954496,0.154620,1.318788,0.152974,1.136240,0.107566,1.936742
19330930,-0.104652,1.412305,-0.166469,0.159582,-0.227082,0.400102,-0.190542,0.507755,-0.174698,0.535143,-0.158819,0.779330,-0.135821,0.728840,-0.123382,0.836728,-0.123068,1.156488,-0.097823,1.025089,-0.098007,1.746927
19331031,-0.083225,1.294766,-0.123567,0.139863,-0.141754,0.343386,-0.138168,0.437600,-0.136513,0.462089,-0.132066,0.676408,-0.108951,0.649432,-0.115519,0.740070,-0.097650,1.043557,-0.075397,0.947801,-0.077912,1.610820
19331129,0.099908,1.424123,0.045479,0.146224,0.069991,0.367420,0.026599,0.449239,0.059287,0.489485,0.064830,0.720259,0.054246,0.684661,0.104703,0.817558,0.085367,1.132642,0.085537,1.028873,0.107767,1.784413
19331230,0.019984,1.452583,0.018226,0.148889,-0.003232,0.366232,0.004022,0.451046,0.034491,0.506368,0.067907,0.769170,0.035238,0.708787,0.016094,0.830715,0.023001,1.158694,0.021810,1.051313,0.018166,1.816829
19340131,0.129779,1.641098,0.645602,0.245012,0.454226,0.532584,0.434174,0.646879,0.356423,0.686849,0.269942,0.976801,0.297144,0.919400,0.243380,1.032895,0.165985,1.351020,0.146653,1.205491,0.103000,2.003963
19340228,-0.023275,1.602902,0.064522,0.260820,0.050644,0.559557,0.028810,0.665515,-0.001187,0.686034,0.011971,0.988495,-0.000094,0.919313,-0.014398,1.018023,-0.022795,1.320225,-0.027786,1.171996,-0.025664,1.952534
19340331,0.004782,1.610566,-0.025390,0.254198,0.028169,0.575319,-0.003314,0.663310,-0.000031,0.686013,0.011807,1.000166,-0.009246,0.910813,0.016148,1.034461,0.014803,1.339769,0.014933,1.189497,0.001272,1.955018
19340430,-0.017934,1.581682,0.011365,0.257087,0.025538,0.590011,0.008286,0.668806,-0.006540,0.681526,-0.031964,0.968197,-0.019005,0.893503,-0.008341,1.025833,-0.017879,1.315815,-0.013492,1.173449,-0.019891,1.916130
19340531,-0.070987,1.469404,-0.153424,0.217644,-0.151861,0.500412,-0.122187,0.587086,-0.117968,0.601128,-0.085874,0.885054,-0.107523,0.797431,-0.096227,0.927120,-0.086580,1.201892,-0.076456,1.083731,-0.063089,1.795243
19340630,0.025152,1.506362,-0.066412,0.203190,-0.014733,0.493039,-0.048865,0.558398,0.012545,0.608670,-0.002921,0.882469,0.014426,0.808935,0.021810,0.947340,0.032659,1.241144,0.041520,1.128727,0.023081,1.836678
19340731,-0.108241,1.343312,-0.221907,0.158100,-0.254402,0.367609,-0.232198,0.428739,-0.230900,0.468128,-0.182780,0.721171,-0.199664,0.647420,-0.149941,0.805295,-0.145326,1.060774,-0.123137,0.989740,-0.090337,1.670757
19340831,0.059615,1.423394,0.104878,0.174682,0.135177,0.417301,0.099042,0.471203,0.125702,0.526973,0.117615,0.805992,0.105441,0.715684,0.085492,0.874141,0.062053,1.126598,0.051594,1.040804,0.055878,1.764116
19340929,-0.002997,1.419128,-0.014822,0.172093,-0.022131,0.408066,-0.025125,0.459364,-0.030670,0.510810,-0.008971,0.798761,-0.013815,0.705797,-0.007991,0.867156,-0.001286,1.125149,-0.013359,1.026900,0.000435,1.764883
19341031,-0.019316,1.391716,0.084369,0.186612,-0.020219,0.399815,-0.011991,0.453855,-0.029540,0.495721,-0.029811,0.774949,-0.022181,0.690142,-0.010724,0.857856,-0.011078,1.112684,-0.009417,1.017230,-0.022529,1.725121
19341130,0.084073,1.508723,0.098744,0.205039,0.191473,0.476369,0.150905,0.522344,0.143223,0.566720,0.116429,0.865175,0.128466,0.778801,0.097529,0.941522,0.110924,1.236108,0.090660,1.109452,0.075619,1.855573
19341231,0.003899,1.514605,0.141472,0.234046,-0.006567,0.473241,0.033206,0.539689,0.023903,0.580266,0.024996,0.886801,0.018954,0.793562,0.028319,0.968185,0.015729,1.255551,0.009290,1.119758,-0.001488,1.852812
19350131,-0.032808,1.464914,0.013637,0.237237,-0.018428,0.464520,-0.038609,0.518853,-0.047949,0.552443,-0.035067,0.855704,-0.048541,0.755042,-0.046805,0.922870,-0.054478,1.187151,-0.040259,1.074678,-0.027653,1.801577
19350228,-0.018599,1.437668,-0.142170,0.203509,-0.100108,0.418017,-0.080927,0.476864,-0.071672,0.512848,-0.054845,0.808773,-0.044921,0.721125,-0.036033,0.889616,-0.017780,1.166044,-0.002911,1.071550,-0.017757,1.769586
19350330,-0.037041,1.384416,-0.136378,0.175755,-0.115054,0.369923,-0.106080,0.426278,-0.083561,0.469994,-0.079701,0.744313,-0.062371,0.676148,-0.053617,0.841918,-0.048214,1.109824,-0.047318,1.020846,-0.029795,1.716861
19350430,0.089162,1.507853,0.090891,0.191730,0.147892,0.424632,0.091250,0.465176,0.092435,0.513438,0.117768,0.831969,0.092868,0.738940,0.091235,0.918731,0.065216,1.182202,0.092404,1.115176,0.089801,1.871036
19350531,0.034776,1.560291,-0.012060,0.189418,0.023541,0.434628,0.021860,0.475344,0.032688,0.530222,0.003737,0.835078,0.030185,0.761245,0.008741,0.926761,0.022863,1.209231,0.040170,1.159973,0.037036,1.940332
19350629,0.055268,1.646525,-0.024581,0.184762,0.003229,0.436031,0.009489,0.479855,0.064953,0.564661,0.039471,0.868039,0.065537,0.811134,0.052242,0.975177,0.066640,1.289815,0.070682,1.241963,0.051666,2.040581
19350731,0.073647,1.767787,0.155621,0.213514,0.117156,0.487115,0.117761,0.536363,0.155652,0.652552,0.127528,0.978739,0.120538,0.908907,0.074073,1.047411,0.066866,1.376059,0.063812,1.321215,0.072451,2.188424
