Time	T-Bills	VWD Index 	CPI	Risk-free Rate	VW Return	Inflation	Excess TBill	Excess VWD	Date
1958.917	57.498131	29.258	68.106178	0.002239	0.053242	-0.00115	-10.608	-38.8482	581231
1959	57.616058	29.538	68.184692	0.002051	0.00957	0.001153	-10.5686	-38.6467	590130
1959.083	57.724491	29.869	68.106178	0.001882	0.011206	-0.00115	-10.3817	-38.2372	590227
1959.167	57.850159	30.016	68.106178	0.002177	0.004921	0	-10.256	-38.0902	590331
1959.25	57.965351	31.191	68.184692	0.001991	0.039146	0.001153	-10.2193	-36.9937	590430
1959.333	58.092838	31.816	68.263237	0.002199	0.020038	0.001152	-10.1704	-36.4472	590529
1959.417	58.23518	31.855	68.577461	0.00245	0.001226	0.004603	-10.3423	-36.7225	590630
1959.5	58.38213	32.946	68.734558	0.002523	0.034249	0.002291	-10.3524	-35.7886	590731
1959.583	58.490742	32.564	68.656013	0.00186	-0.01159	-0.00114	-10.1653	-36.092	590831
1959.667	58.671181	31.107	68.891632	0.003085	-0.04474	0.003432	-10.2205	-37.7846	590930
1959.75	58.848099	31.581	69.127289	0.003015	0.015238	0.003421	-10.2792	-37.5463	591030
1959.833	58.998379	32.157	69.127289	0.002554	0.018239	0	-10.1289	-36.9703	591130
1959.917	59.19611	33.09	69.127289	0.003351	0.029014	0	-9.93118	-36.0373	591231
1960	59.39249	30.864	69.048782	0.003317	-0.06727	-0.00114	-9.65629	-38.1848	600129
1960.083	59.562569	31.249	69.127373	0.002864	0.012474	0.001138	-9.5648	-37.8784	600229
1960.167	59.769161	30.87	69.127373	0.003468	-0.01213	0	-9.35821	-38.2574	600331
1960.25	59.885349	30.393	69.520142	0.001944	-0.01545	0.005682	-9.63479	-39.1271	600429
1960.333	60.049278	31.405	69.520142	0.002737	0.033297	0	-9.47086	-38.1151	600531
1960.417	60.192589	32.131	69.677254	0.002387	0.023117	0.00226	-9.48467	-37.5463	600630
1960.5	60.272659	31.464	69.677254	0.00133	-0.02076	0	-9.4046	-38.2133	600729
1960.583	60.372532	32.409	69.677254	0.001657	0.030034	0	-9.30472	-37.2683	600831
1960.667	60.4678	30.526	69.75576	0.001578	-0.0581	0.001127	-9.28796	-39.2298	600930
1960.75	60.59819	30.386	70.069969	0.002156	-0.00459	0.004504	-9.47178	-39.684	601031
1960.833	60.678101	31.843	70.148529	0.001319	0.04795	0.001121	-9.47043	-38.3055	601130
1960.917	60.772331	33.374	70.148529	0.001553	0.04808	0	-9.3762	-36.7745	601230
1961	60.8862	35.525	70.148529	0.001874	0.064451	0	-9.26233	-34.6235	610131
1961.083	60.973461	36.843	70.148529	0.001433	0.037101	0	-9.17507	-33.3055	610228
1961.167	61.09774	37.983	70.148529	0.002038	0.030942	0	-9.05079	-32.1655	610330
1961.25	61.204418	38.206	70.148529	0.001746	0.005871	0	-8.94411	-31.9425	610428
1961.333	61.313351	39.195	70.148529	0.00178	0.025886	0	-8.83518	-30.9535	610531
1961.417	61.436459	38.079	70.227081	0.002008	-0.02847	0.00112	-8.79062	-32.1481	610630
1961.5	61.548519	39.249	70.541252	0.001824	0.030726	0.004474	-8.99273	-31.2923	610731
1961.583	61.635551	40.314	70.4627	0.001414	0.027134	-0.00111	-8.82715	-30.1487	610831
1961.667	61.738911	39.558	70.619797	0.001677	-0.01875	0.00223	-8.88089	-31.0618	610929
1961.75	61.85363	40.63	70.619797	0.001858	0.027099	0	-8.76617	-29.9898	611031
1961.833	61.949211	42.502	70.619797	0.001545	0.046074	0	-8.67059	-28.1178	611130
1961.917	62.064671	42.53	70.619797	0.001864	0.000659	0	-8.55513	-28.0898	611229
1962	62.214321	40.985	70.619797	0.002411	-0.03633	0	-8.40548	-29.6348	620131
1962.083	62.339722	41.765	70.776947	0.002016	0.019031	0.002225	-8.43723	-29.0119	620228
1962.167	62.466789	41.53	70.934059	0.002038	-0.00563	0.00222	-8.46727	-29.4041	620330
1962.25	62.607201	38.924	71.091209	0.002248	-0.06275	0.002215	-8.48401	-32.1672	620430
1962.333	62.757511	35.634	71.091209	0.002401	-0.08452	0	-8.3337	-35.4572	620531
1962.417	62.880402	32.686	71.091209	0.001958	-0.08273	0	-8.21081	-38.4052	620629
1962.5	63.047798	34.846	71.248322	0.002662	0.066083	0.00221	-8.20052	-36.4023	620731
1962.583	63.19556	35.661	71.248322	0.002344	0.023389	0	-8.05276	-35.5873	620831
1962.667	63.326031	33.873	71.641083	0.002065	-0.05014	0.005513	-8.31505	-37.7681	620928
1962.75	63.48748	33.945	71.562569	0.002549	0.002126	-0.0011	-8.07509	-37.6176	621031
1962.833	63.614269	37.683	71.562569	0.001997	0.110119	0	-7.9483	-33.8796	621130
1962.917	63.761299	38.129	71.484016	0.002311	0.011836	-0.0011	-7.72272	-33.355	621231
1963	63.921009	40.106	71.562607	0.002505	0.05185	0.001099	-7.6416	-31.4566	630131
1963.083	64.066254	39.227	71.641212	0.002272	-0.02192	0.001098	-7.57496	-32.4142	630228
1963.167	64.212997	40.518	71.719719	0.00229	0.032911	0.001096	-7.50672	-31.2017	630329
1963.25	64.375847	42.44	71.719719	0.002536	0.047436	0	-7.34387	-29.2797	630430
1963.333	64.531921	43.29	71.719719	0.002424	0.020028	0	-7.1878	-28.4297	630531
1963.417	64.677856	42.51	72.033928	0.002261	-0.01802	0.004381	-7.35607	-29.5239	630628
1963.5	64.851227	42.438	72.348152	0.002681	-0.00169	0.004362	-7.49693	-29.9102	630731
1963.583	65.011871	44.674	72.348152	0.002477	0.052689	0	-7.33628	-27.6742	630830
1963.667	65.189598	44.141	72.348152	0.002734	-0.01193	0	-7.15855	-28.2072	630930
1963.75	65.379829	45.365	72.426697	0.002918	0.027729	0.001086	-7.04687	-27.0617	631031
1963.833	65.556793	45.113	72.505302	0.002707	-0.00555	0.001085	-6.94851	-27.3923	631129
1963.917	65.748413	46.094	72.662399	0.002923	0.021745	0.002167	-6.91399	-26.5684	631231
1964	65.942863	47.283	72.740959	0.002957	0.025795	0.001081	-6.7981	-25.458	640131
1964.083	66.116074	48.095	72.662399	0.002627	0.017173	-0.00108	-6.54632	-24.5674	640228
1964.167	66.322739	48.944	72.740959	0.003126	0.017653	0.001081	-6.41822	-23.797	640331
1964.25	66.517059	49.17	72.819511	0.00293	0.004618	0.00108	-6.30245	-23.6495	640430
1964.333	66.687027	50.026	72.819511	0.002555	0.017409	0	-6.13248	-22.7935	640528
1964.417	66.890289	50.78	72.976662	0.003048	0.015072	0.002158	-6.08637	-22.1967	640630
1964.5	67.089027	51.803	73.133774	0.002971	0.020146	0.002153	-6.04475	-21.3308	640731
1964.583	67.279373	51.219	73.055206	0.002837	-0.01127	-0.00107	-5.77583	-21.8362	640831
1964.667	67.467857	52.779	73.212357	0.002802	0.030457	0.002151	-5.7445	-20.4334	640930
1964.75	67.665558	53.247	73.290916	0.00293	0.008867	0.001073	-5.62536	-20.0439	641030
1964.833	67.861656	53.411	73.448059	0.002898	0.00308	0.002144	-5.5864	-20.0371	641130
1964.917	68.073174	53.609	73.526657	0.003117	0.003707	0.00107	-5.45348	-19.9177	641231
1965	68.265678	55.681	73.526657	0.002828	0.03865	0	-5.26098	-17.8457	650129
1965.083	68.46917	56.068	73.526657	0.002981	0.00695	0	-5.05749	-17.4587	650226
1965.167	68.714912	55.522	73.605171	0.003589	-0.00974	0.001068	-4.89026	-18.0832	650331
1965.25	68.924713	57.39	73.840874	0.003053	0.033644	0.003202	-4.91616	-16.4509	650430
1965.333	69.139267	57.14	73.997978	0.003113	-0.00436	0.002128	-4.85871	-16.858	650528
1965.417	69.383537	54.177	74.390793	0.003533	-0.05186	0.005308	-5.00726	-20.2138	650630
1965.5	69.59864	55.083	74.469337	0.0031	0.016723	0.001056	-4.8707	-19.3863	650730
1965.583	69.828323	56.784	74.312187	0.0033	0.030881	-0.00211	-4.48386	-17.5282	650831
1965.667	70.046707	58.597	74.469299	0.003127	0.031928	0.002114	-4.42259	-15.8723	650930
1965.75	70.267143	60.313	74.547852	0.003147	0.029285	0.001055	-4.28071	-14.2349	651029
1965.833	70.512962	60.497	74.704918	0.003498	0.003051	0.002107	-4.19196	-14.2079	651130
1965.917	70.74659	61.316	74.94062	0.003313	0.013538	0.003155	-4.19403	-13.6246	651231
1966	71.014557	62.059	74.94062	0.003788	0.012118	0	-3.92606	-12.8816	660131
1966.083	71.261261	61.522	75.411942	0.003474	-0.00865	0.006289	-4.15068	-13.8899	660228
1966.167	71.535309	60.236	75.647598	0.003846	-0.0209	0.003125	-4.11229	-15.4116	660331
1966.25	71.779961	61.73	75.961823	0.00342	0.024802	0.004154	-4.18186	-14.2318	660429
1966.333	72.076141	58.49	76.040367	0.004126	-0.05249	0.001034	-3.96423	-17.5504	660531
1966.417	72.346939	57.886	76.276031	0.003757	-0.01033	0.003099	-3.92909	-18.39	660630
1966.5	72.603271	57.141	76.511726	0.003543	-0.01287	0.00309	-3.90845	-19.3707	660729
1966.583	72.90107	52.835	76.904457	0.004102	-0.07536	0.005133	-4.00339	-24.0695	660831
1966.667	73.192909	52.468	77.061562	0.004003	-0.00695	0.002043	-3.86865	-24.5936	660930
1966.75	73.524673	54.689	77.375732	0.004533	0.042331	0.004077	-3.85106	-22.6867	661031
1966.833	73.81694	55.646	77.375732	0.003975	0.017499	0	-3.55879	-21.7297	661130
1966.917	74.113617	55.992	77.454292	0.004019	0.006218	0.001015	-3.34067	-21.4623	661230
1967	74.433273	60.78	77.454292	0.004313	0.085512	0	-3.02102	-16.6743	670131
1967.083	74.698997	61.444	77.532837	0.00357	0.010925	0.001014	-2.83384	-16.0888	670228
1967.167	74.990181	64.111	77.689911	0.003898	0.043405	0.002026	-2.69973	-13.5789	670331
1967.25	75.233749	66.778	77.847008	0.003248	0.0416	0.002022	-2.61326	-11.069	670428
1967.333	75.484558	64.151	78.082626	0.003334	-0.03934	0.003027	-2.59807	-13.9316	670531
1967.417	75.685341	65.875	78.318291	0.00266	0.026874	0.003018	-2.63295	-12.4433	670630
1967.5	75.923767	69.114	78.71106	0.00315	0.049169	0.005015	-2.78729	-9.59706	670731
1967.583	76.160027	68.683	78.946716	0.003112	-0.00624	0.002994	-2.78669	-10.2637	670831
1967.667	76.40406	71.038	79.103821	0.003204	0.034288	0.00199	-2.69976	-8.06582	670929
1967.75	76.705109	69.09	79.339478	0.00394	-0.02742	0.002979	-2.63437	-10.2495	671031
1967.833	76.977463	69.637	79.575104	0.003551	0.007917	0.00297	-2.59764	-9.9381	671130
1967.917	77.234016	71.983	79.810806	0.003333	0.033689	0.002962	-2.57679	-7.82781	671229
1968	77.546211	69.366	80.125023	0.004042	-0.03636	0.003937	-2.57881	-10.759	680131
1968.083	77.846642	67.035	80.36068	0.003874	-0.0336	0.002941	-2.51404	-13.3257	680229
1968.167	78.142693	67.376	80.753487	0.003803	0.005087	0.004888	-2.61079	-13.3775	680329
1968.25	78.47805	73.715	80.989113	0.004292	0.094084	0.002918	-2.51106	-7.27411	680430
1968.333	78.828072	75.708	81.224808	0.00446	0.027037	0.00291	-2.39674	-5.51681	680531
1968.417	79.163193	76.581	81.696129	0.004251	0.011531	0.005803	-2.53294	-5.11513	680628
1968.5	79.540871	74.892	82.088943	0.004771	-0.02206	0.004808	-2.54807	-7.19694	680730
1968.583	79.87661	76.244	82.3246	0.004221	0.018053	0.002871	-2.44799	-6.0806	680830
1968.667	80.216652	79.632	82.560303	0.004257	0.044436	0.002863	-2.34365	-2.9283	680930
1968.75	80.566704	80.353	83.031754	0.004364	0.009054	0.00571	-2.46505	-2.67875	681031
1968.833	80.908707	85.054	83.345917	0.004245	0.058504	0.003784	-2.43721	1.708083	681129
1968.917	81.254669	82.172	83.581619	0.004276	-0.03388	0.002828	-2.32695	-1.40962	681231
1969	81.682663	81.62	83.817322	0.005267	-0.00672	0.00282	-2.13466	-2.19732	690131
1969.083	82.059219	77.243	84.131622	0.00461	-0.05363	0.00375	-2.0724	-6.88862	690228
1969.167	82.440063	79.599	84.8386	0.004641	0.030501	0.008403	-2.39854	-5.2396	690328
1969.25	82.879539	81.235	85.388428	0.005331	0.020553	0.006481	-2.50889	-4.15343	690430
1969.333	83.280083	81.646	85.624092	0.004833	0.005059	0.00276	-2.34401	-3.97809	690529
1969.417	83.706413	76.152	86.173973	0.005119	-0.06729	0.006422	-2.46756	-10.022	690630
1969.5	84.151314	71.195	86.56678	0.005315	-0.06509	0.004558	-2.41547	-15.3718	690731
1969.583	84.576172	74.862	86.959541	0.005049	0.051506	0.004537	-2.38337	-12.0975	690829
1969.667	85.101723	73.172	87.35231	0.006214	-0.02257	0.004517	-2.25059	-14.1803	690930
1969.75	85.609283	77.242	87.666527	0.005964	0.055622	0.003597	-2.05724	-10.4245	691031
1969.833	86.050697	74.758	88.137802	0.005156	-0.03216	0.005376	-2.0871	-13.3798	691128
1969.917	86.604401	73.287	88.687798	0.006435	-0.01968	0.00624	-2.0834	-15.4008	691231
1970	87.127861	67.919	89.002022	0.006044	-0.07325	0.003543	-1.87416	-21.083	700130
1970.083	87.66629	71.771	89.473381	0.00618	0.056715	0.005296	-1.80709	-17.7024	700227
1970.167	88.166428	71.432	89.94474	0.005705	-0.00472	0.005268	-1.77831	-18.5127	700331
1970.25	88.611053	63.909	90.494659	0.005043	-0.10532	0.006114	-1.88361	-26.5857	700430
1970.333	89.078041	59.797	90.887383	0.00527	-0.06434	0.00434	-1.80934	-31.0904	700529
1970.417	89.595703	56.74	91.358749	0.005811	-0.05112	0.005186	-1.76305	-34.6187	700630
1970.5	90.064461	60.95	91.67292	0.005232	0.074198	0.003439	-1.60846	-30.7229	700731
1970.583	90.545372	64.001	91.830017	0.00534	0.050057	0.001714	-1.28464	-27.829	700831
1970.667	91.031433	67.039	92.301392	0.005368	0.047468	0.005133	-1.26996	-25.2624	700930
1970.75	91.45018	65.821	92.772713	0.0046	-0.01817	0.005106	-1.32253	-26.9517	701030
1970.833	91.866653	69.142	93.086922	0.004554	0.050455	0.003387	-1.22027	-23.9449	701130
1970.917	92.255501	73.339	93.558197	0.004233	0.060701	0.005063	-1.3027	-20.2192	701231
1971	92.608223	77.155	93.636787	0.003823	0.052032	0.00084	-1.02856	-16.4818	710129
1971.083	92.915382	78.457	93.793938	0.003317	0.016875	0.001678	-0.87856	-15.3369	710226
1971.167	93.192177	81.971	94.108162	0.002979	0.044789	0.00335	-0.91598	-12.1372	710331
1971.25	93.44928	84.704	94.422371	0.002759	0.033341	0.003339	-0.97309	-9.71837	710430
1971.333	93.723373	81.621	94.89373	0.002933	-0.0364	0.004992	-1.17036	-13.2727	710528
1971.417	94.073433	81.876	95.443649	0.003735	0.003124	0.005795	-1.37022	-13.5676	710630
1971.5	94.45153	78.578	95.67939	0.004019	-0.04028	0.00247	-1.22786	-17.1014	710730
1971.583	94.893372	81.918	95.915047	0.004678	0.042506	0.002463	-1.02168	-13.997	710831
1971.667	95.241989	81.508	95.993607	0.003674	-0.00501	0.000819	-0.75162	-14.4856	710930
1971.75	95.592133	78.193	96.150711	0.003676	-0.04067	0.001637	-0.55858	-17.9577	711029
1971.833	95.948097	78.093	96.307861	0.003724	-0.00128	0.001634	-0.35976	-18.2149	711130
1971.917	96.301949	85.22	96.700592	0.003688	0.091263	0.004078	-0.39864	-11.4806	711231
1972	96.579323	87.639	96.779099	0.00288	0.028385	0.000812	-0.19978	-9.1401	720131
1972.083	96.818832	90.385	97.25042	0.00248	0.031333	0.00487	-0.43159	-6.86542	720229
1972.167	97.082863	91.174	97.40757	0.002727	0.008729	0.001616	-0.32471	-6.23357	720330
1972.25	97.362358	91.675	97.643188	0.002879	0.005495	0.002419	-0.28083	-5.96819	720428
1972.333	97.655792	93.176	97.957443	0.003014	0.016373	0.003218	-0.30165	-4.78144	720531
1972.417	97.942413	91.229	98.1931	0.002935	-0.0209	0.002406	-0.25069	-6.9641	720630
1972.5	98.248291	90.841	98.585869	0.003123	-0.00425	0.004	-0.33758	-7.74487	720731
1972.583	98.529297	94.109	98.743019	0.00286	0.035975	0.001594	-0.21372	-4.63402	720831
1972.667	98.865547	93.389	99.135834	0.003413	-0.00765	0.003978	-0.27029	-5.74683	720929
1972.75	99.258659	94.2	99.450081	0.003976	0.008684	0.00317	-0.19142	-5.25008	721031
1972.833	99.626808	98.888	99.685791	0.003709	0.049766	0.00237	-0.05898	-0.79779	721130
1972.917	100	100	100	0.003746	0.011245	0.003152	0	0	721229
1973	100.436996	97.392	100.314201	0.00437	-0.02608	0.003142	0.122795	-2.9222	730131
1973.083	100.853798	93.245	101.021202	0.00415	-0.04258	0.007048	-0.1674	-7.7762	730228
1973.167	101.313499	92.692	101.963799	0.004558	-0.00593	0.009331	-0.6503	-9.2718	730330
1973.25	101.8414	88.242	102.670898	0.005211	-0.04801	0.006935	-0.8295	-14.4289	730430
1973.333	102.358498	86.311	103.299301	0.005077	-0.02188	0.006121	-0.9408	-16.9883	730531
1973.417	102.885002	85.637	104.006302	0.005144	-0.00781	0.006844	-1.1213	-18.3693	730629
1973.5	103.542801	90.307	104.241997	0.006394	0.054533	0.002266	-0.6992	-13.935	730731
1973.583	104.267303	87.663	106.127296	0.006997	-0.02928	0.018086	-1.85999	-18.4643	730831
1973.667	104.9785	92.275	106.441498	0.006821	0.052611	0.002961	-1.463	-14.1665	730928
1973.75	105.6632	92.309	107.305603	0.006522	0.000368	0.008118	-1.6424	-14.9966	731031
1973.833	106.252403	81.445	108.091202	0.005576	-0.11769	0.007321	-1.8388	-26.6462	731130
1973.917	106.930298	82.506	108.798203	0.00638	0.013027	0.006541	-1.86791	-26.2922	731231
1974	107.600098	82.7	109.740799	0.006264	0.002351	0.008664	-2.1407	-27.0408	740131
1974.083	108.225502	82.953	111.1549	0.005812	0.003059	0.012886	-2.9294	-28.2019	740228
1974.167	108.828903	81.006	112.411697	0.005575	-0.02347	0.011307	-3.58279	-31.4057	740329
1974.25	109.649803	77.407	113.040199	0.007543	-0.04443	0.005591	-3.3904	-35.6332	740430
1974.333	110.475998	74.436	114.297203	0.007535	-0.03838	0.01112	-3.8212	-39.8612	740531
1974.417	111.141502	72.971	115.397003	0.006024	-0.01968	0.009622	-4.2555	-42.426	740628
1974.5	111.924797	67.864	116.261101	0.007048	-0.06999	0.007488	-4.3363	-48.3971	740731
1974.583	112.591103	62.019	117.753601	0.005953	-0.08613	0.012837	-5.1625	-55.7346	740830
1974.667	113.499603	55.191	119.167603	0.008069	-0.1101	0.012008	-5.668	-63.9766	740930
1974.75	114.073097	64.313	120.188904	0.005053	0.165281	0.00857	-6.11581	-55.8759	741031
1974.833	114.687897	61.604	121.210098	0.00539	-0.04212	0.008497	-6.5222	-59.6061	741129
1974.917	115.487999	60.058	122.074203	0.006976	-0.0251	0.007129	-6.5862	-62.0162	741231
1975	116.160599	68.41	122.6241	0.005824	0.139066	0.004505	-6.4635	-54.2141	750131
1975.083	116.665703	72.487	123.488197	0.004348	0.059597	0.007047	-6.82249	-51.0012	750228
1975.167	117.148102	74.602	123.959503	0.004135	0.029178	0.003817	-6.8114	-49.3575	750331
1975.25	117.660896	78.124	124.587997	0.004377	0.047211	0.00507	-6.9271	-46.464	750430
1975.333	118.173401	82.405	125.137901	0.004356	0.054798	0.004414	-6.9645	-42.7329	750530
1975.417	118.656601	86.654	126.159203	0.004089	0.051562	0.008161	-7.5026	-39.5052	750630
1975.5	119.231598	81.247	127.494598	0.004846	-0.0624	0.010585	-8.263	-46.2476	750731
1975.583	119.804497	79.515	127.887398	0.004805	-0.02132	0.003081	-8.0829	-48.3724	750829
1975.667	120.435501	76.638	128.515793	0.005267	-0.03618	0.004914	-8.08029	-51.8778	750930
1975.75	121.104599	81.072	129.3013	0.005556	0.057856	0.006112	-8.1967	-48.2293	751031
1975.833	121.6008	83.632	130.086807	0.004097	0.031577	0.006075	-8.48601	-46.4548	751128
1975.917	122.190598	82.714	130.636703	0.00485	-0.01098	0.004227	-8.44611	-47.9227	751231
1976	122.762604	93.176	130.950897	0.004681	0.126484	0.002405	-8.18829	-37.7749	760130
1976.083	123.176598	93.53	131.265106	0.003372	0.003799	0.002399	-8.08851	-37.7351	760227
1976.167	123.671402	96.229	131.579407	0.004017	0.028857	0.002394	-7.90801	-35.3504	760331
1976.25	124.190102	95.158	132.129395	0.004194	-0.01113	0.00418	-7.93929	-36.9714	760430
1976.333	124.655098	94.356	132.914902	0.003744	-0.00843	0.005945	-8.2598	-38.5589	760528
1976.417	125.197098	98.709	133.621902	0.004348	0.046134	0.005319	-8.4248	-34.9129	760630
1976.5	125.779999	97.944	134.407593	0.004656	-0.00775	0.00588	-8.62759	-36.4636	760730
1976.583	126.309303	97.937	135.036102	0.004208	-0.00007	0.004676	-8.7268	-37.0991	760831
1976.667	126.861	100.393	135.585999	0.004368	0.025077	0.004072	-8.725	-35.193	760930
1976.75	127.379097	98.225	136.135895	0.004084	-0.0216	0.004056	-8.7568	-37.9109	761029
1976.833	127.883904	98.715	136.528595	0.003963	0.004989	0.002885	-8.64469	-37.8136	761130
1976.917	128.400894	104.644	136.921402	0.004043	0.060062	0.002877	-8.52051	-32.2774	761231
1977	128.862396	100.712	137.706894	0.003594	-0.03758	0.005737	-8.8445	-36.9949	770131
1977.083	129.315308	99.039	139.120895	0.003515	-0.01661	0.010268	-9.80559	-40.0819	770228
1977.167	129.802002	98.045	139.985001	0.003764	-0.01004	0.006211	-10.183	-41.94	770331
1977.25	130.289398	98.429	141.084702	0.003755	0.003917	0.007856	-10.7953	-42.6557	770429
1977.333	130.7733	97.239	141.8703	0.003714	-0.01209	0.005568	-11.097	-44.6313	770531
1977.417	131.294601	102.292	142.813004	0.003986	0.051965	0.006645	-11.5184	-40.521	770630
1977.5	131.841995	100.765	143.441406	0.004169	-0.01493	0.0044	-11.5994	-42.6764	770729
1977.583	132.424103	99.3	143.991302	0.004415	-0.01454	0.003834	-11.5672	-44.6913	770831
1977.667	132.997894	99.374	144.541397	0.004333	0.000745	0.00382	-11.5435	-45.1674	770930
1977.75	133.653198	95.409	144.934097	0.004927	-0.0399	0.002717	-11.2809	-49.5251	771031
1977.833	134.321594	99.608	145.641098	0.005001	0.044011	0.004878	-11.3195	-46.0331	771130
1977.917	134.975403	100.298	146.190994	0.004867	0.006927	0.003776	-11.2156	-45.893	771230
1978	135.635895	94.59	146.976501	0.004893	-0.05691	0.005373	-11.3406	-52.3865	780131
1978.083	136.259598	93.527	147.997696	0.004598	-0.01124	0.006948	-11.7381	-54.4707	780228
1978.167	136.980103	96.571	149.033707	0.005288	0.032547	0.007	-12.0536	-52.4627	780331
1978.25	137.713898	104.55	150.3694	0.005357	0.082623	0.008962	-12.6555	-45.8194	780428
1978.333	138.414597	106.723	151.862	0.005088	0.020784	0.009926	-13.4474	-45.139	780531
1978.417	139.157806	105.404	153.433395	0.005369	-0.01236	0.010348	-14.2756	-48.0294	780630
1978.5	139.935806	111.455	154.533203	0.005591	0.057408	0.007168	-14.5974	-43.0782	780731
1978.583	140.712402	115.835	155.318893	0.00555	0.039298	0.005084	-14.6065	-39.4839	780831
1978.667	141.584793	115.108	156.418594	0.0062	-0.00628	0.00708	-14.8338	-41.3106	780929
1978.75	142.548492	102.911	157.675598	0.006807	-0.10596	0.008036	-15.1271	-54.7646	781031
1978.833	143.546295	106.373	158.539795	0.007	0.033641	0.005481	-14.9935	-52.1668	781130
1978.917	144.669403	108.125	159.404007	0.007824	0.01647	0.005451	-14.7346	-51.279	781229
1979	145.785706	113.28	160.8181	0.007716	0.047676	0.008871	-15.0324	-47.5381	790131
1979.083	146.855499	110.183	162.703506	0.007338	-0.02734	0.011724	-15.848	-52.5205	790228
1979.167	148.049698	117.281	164.274796	0.008132	0.06442	0.009657	-16.2251	-46.9938	790330
1979.25	149.227905	118.179	166.160294	0.007958	0.007657	0.011478	-16.9324	-47.9813	790430
1979.333	150.445602	116.568	168.202896	0.00816	-0.01363	0.012293	-17.7573	-51.6349	790531
1979.417	151.664795	121.937	169.774094	0.008104	0.046059	0.009341	-18.1093	-47.8371	790629
1979.5	152.826202	123.647	171.973907	0.007658	0.014024	0.012957	-19.1477	-48.3269	790731
1979.583	153.998596	131.615	173.702194	0.007671	0.064442	0.01005	-19.7036	-42.0872	790831
1979.667	155.275406	131.808	175.509201	0.008291	0.001466	0.010403	-20.2338	-43.7012	790928
1979.75	156.630096	122.501	177.080597	0.008724	-0.07061	0.008953	-20.4505	-54.5796	791031
1979.833	158.176102	130.247	178.730392	0.00987	0.063232	0.009317	-20.5543	-48.4834	791130
1979.917	159.680695	133.618	180.615906	0.009512	0.025882	0.010549	-20.9352	-46.9979	791231
1980	160.953003	142.311	183.208405	0.007968	0.065059	0.014354	-22.2554	-40.8974	800131
1980.083	162.378693	142.72	185.722397	0.008858	0.002874	0.013722	-23.3437	-43.0024	800229
1980.167	164.335999	126.179	188.393494	0.012054	-0.1159	0.014382	-24.0575	-62.2145	800331
1980.25	166.399399	132.567	190.514801	0.012556	0.050626	0.01126	-24.1154	-57.9478	800430
1980.333	167.746399	140.344	192.400299	0.008095	0.058665	0.009897	-24.6539	-52.0563	800530
1980.417	168.771698	145.447	194.5215	0.006112	0.036361	0.011025	-25.7498	-49.0745	800630
1980.5	169.662994	155.378	194.678696	0.005281	0.068279	0.000808	-25.0157	-39.3007	800731
1980.583	170.746796	158.528	195.935699	0.006388	0.020273	0.006457	-25.1889	-37.4077	800829
1980.667	172.033203	162.996	197.742706	0.007534	0.028184	0.009222	-25.7095	-34.7467	800930
1980.75	173.668396	166.066	199.4711	0.009505	0.018835	0.008741	-25.8027	-33.4051	801031
1980.833	175.330399	183.794	201.278305	0.00957	0.106753	0.00906	-25.9479	-17.4843	801128
1980.917	177.621597	177.368	203.006699	0.013068	-0.03496	0.008587	-25.3851	-25.6387	801231
1981	179.463501	169.953	204.656494	0.01037	-0.04181	0.008127	-25.193	-34.7035	810130
1981.083	181.382202	172.806	206.777802	0.010691	0.016787	0.010365	-25.3956	-33.9718	810227
1981.167	183.572693	180.453	208.270706	0.012077	0.044252	0.00722	-24.698	-27.8177	810331
1981.25	185.547195	177.564	209.6064	0.010756	-0.01601	0.006413	-24.0592	-32.0424	810430
1981.333	187.689194	179.558	211.334793	0.011544	0.01123	0.008246	-23.6456	-31.7768	810529
1981.417	190.218307	178.19	213.141693	0.013475	-0.00762	0.00855	-22.9234	-34.9517	810630
1981.5	192.576599	177.973	215.577103	0.012398	-0.00122	0.011426	-23.0005	-37.6041	810731
1981.583	195.042404	168.264	217.226898	0.012804	-0.05455	0.007653	-22.1845	-48.9629	810831
1981.667	197.468903	157.805	219.426697	0.012441	-0.06216	0.010127	-21.9578	-61.6217	810930
1981.75	199.849197	166.881	219.898102	0.012054	0.057514	0.002148	-20.0489	-53.0171	811030
1981.833	201.982803	174.759	220.526505	0.010676	0.047207	0.002858	-18.5437	-45.7675	811130
1981.917	203.747696	169.788	221.154999	0.008738	-0.02844	0.00285	-17.4073	-51.367	811231
1982	205.369202	165.529	221.940598	0.007958	-0.02508	0.003552	-16.5714	-56.4116	820129
1982.083	207.266296	156.947	222.647705	0.009237	-0.05185	0.003186	-15.3814	-65.7007	820226
1982.167	209.298004	155.501	222.411896	0.009802	-0.00921	-0.00106	-13.1139	-66.9109	820331
1982.25	211.661407	162.019	223.354904	0.011292	0.041916	0.00424	-11.6935	-61.3359	820430
1982.333	213.901993	157.529	225.554993	0.010586	-0.02771	0.00985	-11.653	-68.026	820528
1982.417	215.949707	153.981	228.304703	0.009573	-0.02252	0.012191	-12.355	-74.3237	820630
1982.5	218.218704	150.837	229.561707	0.010507	-0.02042	0.005506	-11.343	-78.7247	820730
1982.583	219.882095	169.673	230.033005	0.007623	0.124877	0.002053	-10.1509	-60.36	820831
1982.667	221.007507	171.788	230.425903	0.005118	0.012465	0.001708	-9.4184	-58.6379	820930
