 DATE INDUCLOS
11MAR1909 81.90
12MAR1909 82.03
13MAR1909 82.03
15MAR1909 81.88
16MAR1909 82.65
17MAR1909 83.06
18MAR1909 82.81
19MAR1909 82.40
20MAR1909 82.33
22MAR1909 83.28
23MAR1909 82.94
24MAR1909 83.32
25MAR1909 83.22
26MAR1909 83.60
27MAR1909 84.73
29MAR1909 85.31
30MAR1909 85.29
31MAR1909 86.12
01APR1909 85.37
02APR1909 85.37
03APR1909 85.94
05APR1909 86.92
06APR1909 86.81
07APR1909 86.90
08APR1909 87.78
12APR1909 88.11
13APR1909 87.56
14APR1909 87.43
15APR1909 87.16
16APR1909 86.56
17APR1909 87.65
19APR1909 87.81
20APR1909 87.86
21APR1909 87.65
22APR1909 88.10
23APR1909 87.66
24APR1909 88.12
26APR1909 87.63
27APR1909 87.44
28APR1909 88.13
29APR1909 88.03
30APR1909 88.29
01MAY1909 88.32
03MAY1909 88.76
04MAY1909 89.22
05MAY1909 89.32
06MAY1909 90.13
07MAY1909 91.40
08MAY1909 91.56
10MAY1909 90.94
11MAY1909 91.25
12MAY1909 91.08
13MAY1909 90.79
14MAY1909 90.93
15MAY1909 90.82
17MAY1909 90.84
18MAY1909 91.36
19MAY1909 91.41
20MAY1909 90.88
21MAY1909 91.15
22MAY1909 91.51
24MAY1909 91.76
25MAY1909 91.58
26MAY1909 91.18
27MAY1909 91.65
28MAY1909 92.18
01JUN1909 92.38
02JUN1909 92.64
03JUN1909 94.06
04JUN1909 94.16
05JUN1909 94.46
07JUN1909 93.97
08JUN1909 93.98
09JUN1909 93.78
10JUN1909 93.85
11JUN1909 93.98
12JUN1909 94.05
14JUN1909 94.19
15JUN1909 92.62
16JUN1909 92.32
17JUN1909 91.16
18JUN1909 91.34
19JUN1909 91.18
21JUN1909 89.66
22JUN1909 90.03
23JUN1909 91.29
24JUN1909 91.86
25JUN1909 91.51
26JUN1909 91.38
28JUN1909 91.59
29JUN1909 92.82
30JUN1909 92.28
01JUL1909 92.95
02JUL1909 93.14
06JUL1909 93.13
07JUL1909 93.16
08JUL1909 93.04
09JUL1909 92.90
10JUL1909 92.98
12JUL1909 93.40
13JUL1909 92.82
14JUL1909 93.06
15JUL1909 93.45
16JUL1909 94.09
17JUL1909 94.19
19JUL1909 94.33
20JUL1909 94.68
21JUL1909 94.03
22JUL1909 94.19
23JUL1909 93.39
24JUL1909 94.32
26JUL1909 94.02
27JUL1909 94.51
28JUL1909 94.90
29JUL1909 95.31
30JUL1909 96.17
31JUL1909 96.79
02AUG1909 97.52
03AUG1909 98.14
04AUG1909 98.00
05AUG1909 97.07
06AUG1909 98.30
07AUG1909 98.48
09AUG1909 98.37
10AUG1909 98.37
11AUG1909 99.02
12AUG1909 99.11
13AUG1909 98.85
14AUG1909 99.26
16AUG1909 98.35
17AUG1909 98.91
18AUG1909 98.14
19AUG1909 97.71
20AUG1909 97.50
21AUG1909 98.23
23AUG1909 98.89
24AUG1909 99.06
25AUG1909 98.51
26AUG1909 96.30
27AUG1909 97.18
28AUG1909 96.78
30AUG1909 98.32
31AUG1909 97.90
01SEP1909 97.50
02SEP1909 98.12
03SEP1909 98.47
07SEP1909 97.41
08SEP1909 97.05
09SEP1909 95.86
10SEP1909 97.22
11SEP1909 96.19
13SEP1909 96.17
14SEP1909 96.93
15SEP1909 98.29
16SEP1909 99.06
17SEP1909 99.16
18SEP1909 99.08
20SEP1909 99.73
21SEP1909 99.92
22SEP1909 99.13
23SEP1909 99.08
24SEP1909 99.17
27SEP1909 99.32
28SEP1909 100.12
29SEP1909 99.94
30SEP1909 99.55
01OCT1909 100.36
02OCT1909 100.50
04OCT1909 100.19
05OCT1909 99.02
06OCT1909 98.73
07OCT1909 98.88
08OCT1909 98.07
09OCT1909 98.00
11OCT1909 96.95
13OCT1909 96.79
14OCT1909 98.06
15OCT1909 98.57
16OCT1909 98.64
18OCT1909 98.78
19OCT1909 98.15
20OCT1909 98.02
21OCT1909 98.11
22OCT1909 96.82
23OCT1909 95.70
25OCT1909 96.83
26OCT1909 96.21
27OCT1909 97.04
28OCT1909 98.03
29OCT1909 98.97
30OCT1909 99.07
01NOV1909 99.44
03NOV1909 100.23
04NOV1909 100.44
05NOV1909 99.80
06NOV1909 99.33
08NOV1909 99.41
09NOV1909 98.67
10NOV1909 98.78
11NOV1909 98.77
12NOV1909 98.77
13NOV1909 99.16
15NOV1909 99.31
16NOV1909 99.21
17NOV1909 99.53
18NOV1909 100.34
19NOV1909 100.53
20NOV1909 100.02
22NOV1909 98.98
23NOV1909 98.35
24NOV1909 98.03
26NOV1909 98.73
27NOV1909 97.81
29NOV1909 95.89
30NOV1909 96.02
01DEC1909 96.88
02DEC1909 96.66
03DEC1909 97.46
04DEC1909 98.08
06DEC1909 97.52
07DEC1909 98.28
08DEC1909 98.13
09DEC1909 98.69
10DEC1909 98.41
11DEC1909 98.47
13DEC1909 99.00
14DEC1909 98.58
15DEC1909 98.67
16DEC1909 98.61
17DEC1909 98.86
18DEC1909 99.04
20DEC1909 98.84
21DEC1909 98.87
22DEC1909 98.85
23DEC1909 98.56
24DEC1909 98.61
27DEC1909 98.28
28DEC1909 98.63
29DEC1909 99.28
30DEC1909 99.18
31DEC1909 99.05
03JAN1910 98.34
04JAN1910 98.30
05JAN1910 97.06
06JAN1910 97.62
07JAN1910 97.67
08JAN1910 97.87
10JAN1910 97.10
11JAN1910 96.64
12JAN1910 95.85
13JAN1910 96.16
14JAN1910 93.69
15JAN1910 94.45
17JAN1910 93.75
18JAN1910 93.92
19JAN1910 92.35
20JAN1910 93.29
21JAN1910 94.41
22JAN1910 94.52
24JAN1910 93.08
25JAN1910 90.66
26JAN1910 92.69
27JAN1910 91.62
28JAN1910 91.91
29JAN1910 92.42
31JAN1910 91.91
01FEB1910 91.33
02FEB1910 90.40
03FEB1910 87.50
04FEB1910 87.77
05FEB1910 88.39
07FEB1910 85.35
08FEB1910 85.03
09FEB1910 87.32
10FEB1910 87.85
11FEB1910 89.07
14FEB1910 89.65
15FEB1910 89.23
16FEB1910 90.09
17FEB1910 90.65
18FEB1910 90.92
19FEB1910 91.14
21FEB1910 90.70
23FEB1910 90.62
24FEB1910 91.22
25FEB1910 91.31
26FEB1910 90.64
28FEB1910 91.34
01MAR1910 91.77
02MAR1910 92.62
03MAR1910 92.61
04MAR1910 92.83
05MAR1910 92.98
07MAR1910 94.35
08MAR1910 94.56
09MAR1910 94.30
10MAR1910 93.92
11MAR1910 92.63
12MAR1910 92.78
14MAR1910 93.10
15MAR1910 91.92
16MAR1910 91.35
17MAR1910 92.14
18MAR1910 92.71
19MAR1910 92.14
21MAR1910 92.33
22MAR1910 92.36
23MAR1910 91.30
24MAR1910 91.31
28MAR1910 89.72
29MAR1910 90.21
30MAR1910 89.47
31MAR1910 89.71
01APR1910 89.71
02APR1910 89.71
04APR1910 89.75
05APR1910 90.96
06APR1910 91.16
07APR1910 90.89
08APR1910 89.53
09APR1910 89.36
11APR1910 91.10
12APR1910 90.92
13APR1910 92.10
14APR1910 92.36
15APR1910 92.04
16APR1910 92.62
18APR1910 91.67
19APR1910 91.78
20APR1910 90.37
21APR1910 90.52
22APR1910 89.97
23APR1910 90.09
25APR1910 88.73
26APR1910 88.83
27APR1910 88.18
28APR1910 86.29
29APR1910 87.17
30APR1910 86.20
02MAY1910 85.51
03MAY1910 84.72
04MAY1910 86.41
05MAY1910 87.32
06MAY1910 86.51
07MAY1910 86.72
09MAY1910 88.03
10MAY1910 88.63
11MAY1910 88.73
12MAY1910 88.52
13MAY1910 88.72
14MAY1910 89.13
16MAY1910 88.78
17MAY1910 88.62
18MAY1910 88.26
19MAY1910 88.71
20MAY1910 89.34
21MAY1910 89.66
23MAY1910 88.77
24MAY1910 89.05
25MAY1910 88.67
26MAY1910 88.14
27MAY1910 87.86
31MAY1910 86.32
01JUN1910 85.69
02JUN1910 85.25
03JUN1910 82.70
04JUN1910 83.06
06JUN1910 82.05
07JUN1910 84.50
08JUN1910 84.55
09JUN1910 84.89
10JUN1910 83.46
11JUN1910 83.39
13JUN1910 83.88
14JUN1910 84.28
15JUN1910 83.84
16JUN1910 84.12
17JUN1910 84.26
18JUN1910 84.43
20JUN1910 85.08
21JUN1910 85.29
22JUN1910 86.28
23JUN1910 86.01
24JUN1910 84.93
25JUN1910 85.25
27JUN1910 83.14
28JUN1910 83.14
29JUN1910 81.60
30JUN1910 81.18
01JUL1910 81.64
05JUL1910 80.23
06JUL1910 80.27
07JUL1910 80.66
08JUL1910 80.83
09JUL1910 81.19
11JUL1910 81.07
12JUL1910 80.14
13JUL1910 80.79
14JUL1910 81.41
15JUL1910 81.29
16JUL1910 81.08
18JUL1910 80.89
19JUL1910 81.22
20JUL1910 81.53
21JUL1910 79.21
22JUL1910 77.78
23JUL1910 77.16
25JUL1910 75.87
26JUL1910 73.62
27JUL1910 75.81
28JUL1910 78.09
29JUL1910 77.57
30JUL1910 76.48
01AUG1910 76.14
02AUG1910 77.69
03AUG1910 77.14
04AUG1910 77.04
05AUG1910 77.58
06AUG1910 78.19
08AUG1910 78.13
09AUG1910 79.30
10AUG1910 79.20
11AUG1910 78.78
12AUG1910 79.65
13AUG1910 80.05
15AUG1910 79.77
16AUG1910 81.04
17AUG1910 81.41
18AUG1910 80.85
19AUG1910 80.31
20AUG1910 80.44
22AUG1910 79.47
23AUG1910 79.68
24AUG1910 78.96
25AUG1910 78.59
26AUG1910 79.28
27AUG1910 79.19
29AUG1910 79.67
30AUG1910 79.59
31AUG1910 79.68
01SEP1910 78.58
02SEP1910 78.68
06SEP1910 78.35
07SEP1910 78.43
08SEP1910 78.39
09SEP1910 78.44
10SEP1910 78.57
12SEP1910 79.13
13SEP1910 79.71
14SEP1910 79.40
15SEP1910 78.38
16SEP1910 78.55
17SEP1910 78.65
19SEP1910 78.48
20SEP1910 78.37
21SEP1910 79.17
22SEP1910 79.08
23SEP1910 78.65
24SEP1910 78.51
26SEP1910 79.19
27SEP1910 79.01
28SEP1910 78.96
29SEP1910 79.07
30SEP1910 79.72
01OCT1910 79.95
03OCT1910 80.68
04OCT1910 81.34
05OCT1910 80.76
06OCT1910 81.46
07OCT1910 81.48
08OCT1910 81.51
10OCT1910 81.91
11OCT1910 82.38
13OCT1910 84.06
14OCT1910 84.63
15OCT1910 85.27
17OCT1910 85.63
18OCT1910 86.02
19OCT1910 85.11
20OCT1910 86.00
21OCT1910 85.35
22OCT1910 85.94
24OCT1910 85.01
25OCT1910 84.61
26OCT1910 84.59
27OCT1910 85.51
28OCT1910 85.45
29OCT1910 84.96
31OCT1910 84.77
01NOV1910 85.10
02NOV1910 85.45
03NOV1910 85.85
04NOV1910 85.64
05NOV1910 85.82
07NOV1910 85.70
09NOV1910 84.29
10NOV1910 83.50
11NOV1910 83.53
12NOV1910 83.55
14NOV1910 84.40
15NOV1910 84.88
16NOV1910 85.21
17NOV1910 84.57
18NOV1910 85.12
19NOV1910 85.40
21NOV1910 84.90
22NOV1910 84.84
23NOV1910 85.05
25NOV1910 85.32
26NOV1910 85.30
28NOV1910 83.28
29NOV1910 83.62
30NOV1910 82.52
01DEC1910 81.43
02DEC1910 80.60
03DEC1910 80.77
05DEC1910 81.00
06DEC1910 79.68
07DEC1910 80.46
08DEC1910 80.50
09DEC1910 81.00
10DEC1910 81.54
12DEC1910 80.96
13DEC1910 80.77
14DEC1910 81.47
15DEC1910 81.28
16DEC1910 81.20
17DEC1910 81.43
19DEC1910 82.16
20DEC1910 81.80
21DEC1910 81.94
22DEC1910 81.42
23DEC1910 81.33
27DEC1910 80.45
28DEC1910 80.65
29DEC1910 81.76
30DEC1910 81.41
31DEC1910 81.36
03JAN1911 82.11
04JAN1911 82.26
05JAN1911 82.09
06JAN1911 82.44
07JAN1911 82.75
09JAN1911 82.51
10JAN1911 81.88
11JAN1911 81.70
12JAN1911 82.05
13JAN1911 82.96
14JAN1911 83.07
16JAN1911 82.46
17JAN1911 83.38
18JAN1911 83.32
19JAN1911 83.52
20JAN1911 83.80
21JAN1911 83.53
23JAN1911 83.37
24JAN1911 83.78
25JAN1911 83.44
26JAN1911 83.67
27JAN1911 84.02
28JAN1911 83.89
30JAN1911 84.93
31JAN1911 84.93
01FEB1911 85.33
02FEB1911 85.97
03FEB1911 85.60
04FEB1911 86.02
06FEB1911 85.84
07FEB1911 85.87
08FEB1911 85.48
09FEB1911 85.67
10FEB1911 85.42
11FEB1911 85.57
14FEB1911 85.47
15FEB1911 85.41
16FEB1911 84.51
17FEB1911 85.09
18FEB1911 85.30
20FEB1911 85.59
21FEB1911 85.58
23FEB1911 85.70
24FEB1911 84.33
25FEB1911 84.33
27FEB1911 84.51
28FEB1911 85.02
01MAR1911 84.53
02MAR1911 82.66
03MAR1911 82.32
04MAR1911 81.80
06MAR1911 82.47
07MAR1911 82.81
08MAR1911 82.46
09MAR1911 82.37
10MAR1911 82.54
11MAR1911 82.39
13MAR1911 83.00
14MAR1911 83.98
15MAR1911 84.09
16MAR1911 83.73
17MAR1911 83.15
18MAR1911 83.35
20MAR1911 84.13
21MAR1911 84.03
22MAR1911 83.72
23MAR1911 83.71
24MAR1911 83.40
25MAR1911 83.43
27MAR1911 83.69
28MAR1911 84.00
29MAR1911 83.58
30MAR1911 83.86
31MAR1911 83.27
01APR1911 83.40
03APR1911 83.33
04APR1911 83.32
05APR1911 83.02
06APR1911 82.93
07APR1911 82.89
08APR1911 83.06
10APR1911 83.08
11APR1911 82.82
12APR1911 82.89
13APR1911 82.81
17APR1911 82.56
18APR1911 81.56
19APR1911 81.91
20APR1911 81.86
21APR1911 81.84
22APR1911 81.32
24APR1911 82.12
25APR1911 82.20
26APR1911 82.32
27APR1911 82.45
28APR1911 83.31
29APR1911 83.65
01MAY1911 84.14
02MAY1911 83.69
03MAY1911 83.87
04MAY1911 83.16
05MAY1911 83.15
06MAY1911 83.04
08MAY1911 82.88
09MAY1911 82.85
10MAY1911 82.60
11MAY1911 83.04
12MAY1911 82.92
13MAY1911 82.68
15MAY1911 82.71
16MAY1911 84.63
17MAY1911 85.41
18MAY1911 86.17
19MAY1911 85.78
20MAY1911 86.08
22MAY1911 86.32
23MAY1911 86.25
24MAY1911 85.78
25MAY1911 85.62
26MAY1911 85.94
27MAY1911 86.01
29MAY1911 86.40
31MAY1911 85.55
01JUN1911 85.79
02JUN1911 86.17
03JUN1911 86.18
05JUN1911 86.35
06JUN1911 86.25
07JUN1911 86.50
08JUN1911 86.31
09JUN1911 86.02
10JUN1911 86.35
12JUN1911 86.70
13JUN1911 86.94
14JUN1911 87.02
15JUN1911 86.63
16JUN1911 86.61
17JUN1911 86.68
19JUN1911 87.06
20JUN1911 86.62
21JUN1911 86.61
22JUN1911 86.14
23JUN1911 86.33
24JUN1911 86.76
26JUN1911 86.38
27JUN1911 86.36
28JUN1911 86.06
29JUN1911 86.32
30JUN1911 85.98
01JUL1911 85.93
03JUL1911 85.64
05JUL1911 85.28
06JUL1911 85.80
07JUL1911 86.22
08JUL1911 86.26
10JUL1911 86.28
11JUL1911 86.38
12JUL1911 86.17
13JUL1911 86.22
14JUL1911 85.98
15JUL1911 86.03
17JUL1911 85.72
18JUL1911 86.37
19JUL1911 86.44
20JUL1911 86.33
21JUL1911 86.47
22JUL1911 86.45
24JUL1911 86.22
25JUL1911 86.19
26JUL1911 86.26
27JUL1911 85.92
28JUL1911 85.73
29JUL1911 85.90
31JUL1911 86.02
01AUG1911 85.47
02AUG1911 84.80
03AUG1911 84.40
04AUG1911 82.95
05AUG1911 82.65
07AUG1911 83.15
08AUG1911 82.53
09AUG1911 81.85
10AUG1911 81.43
11AUG1911 80.71
12AUG1911 80.40
14AUG1911 81.31
15AUG1911 81.28
16AUG1911 80.18
17AUG1911 80.05
18AUG1911 80.86
19AUG1911 81.38
21AUG1911 80.51
22AUG1911 80.64
23AUG1911 80.55
24AUG1911 79.73
25AUG1911 79.13
26AUG1911 78.93
28AUG1911 79.31
29AUG1911 79.13
30AUG1911 79.00
31AUG1911 79.25
01SEP1911 79.17
05SEP1911 79.77
06SEP1911 80.28
07SEP1911 79.63
08SEP1911 79.09
09SEP1911 78.67
11SEP1911 78.79
12SEP1911 79.07
13SEP1911 78.21
14SEP1911 78.13
15SEP1911 77.88
16SEP1911 78.87
18SEP1911 78.66
19SEP1911 77.75
20SEP1911 77.01
21SEP1911 75.53
22SEP1911 74.15
23SEP1911 73.62
25SEP1911 72.94
26SEP1911 73.33
27SEP1911 73.51
28SEP1911 75.05
29SEP1911 75.15
30SEP1911 76.31
02OCT1911 76.75
03OCT1911 76.52
04OCT1911 76.15
05OCT1911 76.70
06OCT1911 76.50
07OCT1911 76.53
09OCT1911 76.52
10OCT1911 76.85
11OCT1911 77.15
13OCT1911 77.94
14OCT1911 78.66
16OCT1911 78.34
17OCT1911 78.11
18OCT1911 77.77
19OCT1911 77.64
20OCT1911 78.11
21OCT1911 77.75
23OCT1911 77.77
24OCT1911 77.68
25OCT1911 77.72
26OCT1911 77.14
27OCT1911 74.82
28OCT1911 75.36
30OCT1911 75.06
31OCT1911 75.79
01NOV1911 77.69
02NOV1911 78.07
03NOV1911 78.19
04NOV1911 78.38
06NOV1911 79.00
08NOV1911 78.14
09NOV1911 80.42
10NOV1911 81.01
11NOV1911 80.55
13NOV1911 79.98
14NOV1911 79.92
15NOV1911 79.71
16NOV1911 79.91
17NOV1911 81.08
18NOV1911 81.12
20NOV1911 80.59
21NOV1911 81.56
22NOV1911 81.47
23NOV1911 81.86
24NOV1911 81.47
25NOV1911 81.53
27NOV1911 81.35
28NOV1911 81.50
29NOV1911 80.97
01DEC1911 80.31
02DEC1911 80.68
04DEC1911 80.54
05DEC1911 80.31
06DEC1911 79.82
07DEC1911 79.34
08DEC1911 79.19
09DEC1911 79.41
11DEC1911 80.33
12DEC1911 80.43
13DEC1911 81.51
14DEC1911 81.61
15DEC1911 81.97
16DEC1911 82.48
18DEC1911 81.89
19DEC1911 82.27
20DEC1911 82.30
21DEC1911 82.22
22DEC1911 82.11
26DEC1911 82.08
27DEC1911 81.84
28DEC1911 81.30
29DEC1911 81.58
30DEC1911 81.68
02JAN1912 82.36
03JAN1912 82.02
04JAN1912 82.04
05JAN1912 81.95
06JAN1912 82.14
08JAN1912 82.12
09JAN1912 81.28
10JAN1912 81.88
11JAN1912 81.64
12JAN1912 82.00
13JAN1912 81.76
15JAN1912 81.48
16JAN1912 81.63
17JAN1912 81.68
18JAN1912 81.59
19JAN1912 81.96
20JAN1912 82.32
22JAN1912 81.98
23JAN1912 81.88
24JAN1912 81.73
25JAN1912 81.84
26JAN1912 81.80
27JAN1912 81.27
29JAN1912 81.27
30JAN1912 81.27
31JAN1912 80.19
01FEB1912 80.50
02FEB1912 80.51
03FEB1912 80.40
05FEB1912 80.33
06FEB1912 80.46
07FEB1912 80.62
08FEB1912 80.80
09FEB1912 80.67
10FEB1912 80.15
13FEB1912 80.64
14FEB1912 80.83
15FEB1912 81.06
16FEB1912 80.75
17FEB1912 80.85
19FEB1912 81.05
20FEB1912 81.15
21FEB1912 80.78
23FEB1912 81.27
24FEB1912 81.17
26FEB1912 80.98
27FEB1912 81.04
28FEB1912 81.57
29FEB1912 81.40
01MAR1912 82.07
02MAR1912 81.96
04MAR1912 82.60
05MAR1912 82.83
06MAR1912 82.65
07MAR1912 83.38
08MAR1912 83.50
09MAR1912 83.44
11MAR1912 83.13
12MAR1912 83.47
13MAR1912 83.96
14MAR1912 85.12
15MAR1912 85.15
16MAR1912 84.51
18MAR1912 85.35
19MAR1912 85.52
20MAR1912 86.57
21MAR1912 86.92
22MAR1912 87.60
23MAR1912 88.39
25MAR1912 88.54
26MAR1912 88.62
27MAR1912 88.48
28MAR1912 88.09
29MAR1912 88.23
30MAR1912 88.27
01APR1912 89.05
02APR1912 88.82
03APR1912 88.78
04APR1912 89.52
06APR1912 90.01
08APR1912 90.21
09APR1912 90.70
10APR1912 90.27
11APR1912 89.90
12APR1912 89.18
13APR1912 89.12
15APR1912 89.71
16APR1912 89.22
17APR1912 89.31
18APR1912 89.22
19APR1912 89.16
20APR1912 89.19
22APR1912 88.72
23APR1912 89.58
24APR1912 89.37
25APR1912 90.43
26APR1912 90.93
27APR1912 90.81
29APR1912 90.46
30APR1912 90.30
01MAY1912 90.33
02MAY1912 90.40
03MAY1912 88.96
04MAY1912 88.77
06MAY1912 87.59
07MAY1912 87.68
08MAY1912 87.86
09MAY1912 88.41
10MAY1912 88.97
11MAY1912 89.58
13MAY1912 89.53
14MAY1912 89.83
15MAY1912 89.58
16MAY1912 89.23
17MAY1912 89.35
18MAY1912 90.32
20MAY1912 90.34
21MAY1912 90.48
22MAY1912 89.97
23MAY1912 89.77
24MAY1912 90.25
25MAY1912 90.37
27MAY1912 90.01
28MAY1912 90.15
29MAY1912 89.53
31MAY1912 88.01
01JUN1912 88.32
03JUN1912 88.59
04JUN1912 89.29
05JUN1912 90.42
06JUN1912 90.67
07JUN1912 90.37
08JUN1912 90.45
10JUN1912 90.55
11JUN1912 89.85
12JUN1912 89.94
13JUN1912 89.95
14JUN1912 89.40
15JUN1912 89.53
17JUN1912 89.79
18JUN1912 89.70
19JUN1912 90.07
20JUN1912 90.87
21JUN1912 90.76
22JUN1912 90.65
24JUN1912 90.06
25JUN1912 89.86
26JUN1912 91.00
27JUN1912 90.67
28JUN1912 91.09
29JUN1912 90.92
01JUL1912 91.35
02JUL1912 91.69
03JUL1912 91.61
05JUL1912 89.60
06JUL1912 90.33
08JUL1912 89.14
09JUL1912 89.07
10JUL1912 88.18
11JUL1912 88.06
12JUL1912 87.97
13JUL1912 88.06
15JUL1912 88.29
16JUL1912 88.71
17JUL1912 89.18
18JUL1912 89.45
19JUL1912 89.77
20JUL1912 89.70
22JUL1912 89.75
23JUL1912 89.38
24JUL1912 89.45
25JUL1912 90.00
26JUL1912 89.50
27JUL1912 89.45
29JUL1912 88.97
30JUL1912 89.18
31JUL1912 89.71
01AUG1912 90.47
02AUG1912 90.16
03AUG1912 89.93
05AUG1912 90.03
06AUG1912 89.84
07AUG1912 90.12
08AUG1912 90.00
09AUG1912 90.19
10AUG1912 90.53
12AUG1912 90.72
13AUG1912 91.33
14AUG1912 91.78
15AUG1912 91.30
16AUG1912 91.40
17AUG1912 91.19
19AUG1912 91.23
20AUG1912 91.70
21AUG1912 91.62
22AUG1912 91.11
23AUG1912 91.34
24AUG1912 91.40
26AUG1912 91.54
27AUG1912 92.06
28AUG1912 91.66
29AUG1912 91.63
30AUG1912 91.57
03SEP1912 90.62
04SEP1912 90.76
05SEP1912 91.33
06SEP1912 91.18
07SEP1912 91.45
09SEP1912 91.21
10SEP1912 91.13
11SEP1912 90.38
12SEP1912 90.53
13SEP1912 90.52
14SEP1912 90.62
16SEP1912 90.67
17SEP1912 91.55
18SEP1912 91.65
19SEP1912 91.66
20SEP1912 92.27
21SEP1912 92.79
23SEP1912 93.08
24SEP1912 93.43
25SEP1912 93.38
26SEP1912 93.42
27SEP1912 93.61
28SEP1912 94.00
30SEP1912 94.15
01OCT1912 93.90
02OCT1912 93.50
03OCT1912 94.12
04OCT1912 93.70
05OCT1912 93.94
07OCT1912 93.93
08OCT1912 94.12
09OCT1912 93.68
10OCT1912 93.94
11OCT1912 92.62
14OCT1912 92.40
15OCT1912 92.73
16OCT1912 93.70
17OCT1912 93.52
18OCT1912 93.61
19OCT1912 93.46
21OCT1912 92.31
22OCT1912 92.41
23OCT1912 91.60
24OCT1912 91.58
25OCT1912 90.91
26OCT1912 91.14
28OCT1912 91.44
29OCT1912 90.35
30OCT1912 90.41
31OCT1912 90.71
01NOV1912 90.51
04NOV1912 90.29
06NOV1912 91.94
07NOV1912 91.67
08NOV1912 91.31
09NOV1912 90.37
11NOV1912 89.58
12NOV1912 90.10
13NOV1912 89.96
14NOV1912 90.40
15NOV1912 90.09
16NOV1912 90.16
18NOV1912 89.97
19NOV1912 90.05
20NOV1912 90.30
21NOV1912 91.43
22NOV1912 91.01
23NOV1912 90.52
25NOV1912 89.87
26NOV1912 90.34
27NOV1912 90.62
29NOV1912 91.26
30NOV1912 91.40
02DEC1912 90.85
03DEC1912 90.36
04DEC1912 89.00
05DEC1912 87.88
06DEC1912 87.80
07DEC1912 87.84
09DEC1912 86.03
10DEC1912 86.02
11DEC1912 85.25
12DEC1912 86.05
13DEC1912 86.18
14DEC1912 85.78
16DEC1912 86.22
17DEC1912 86.21
18DEC1912 85.66
19DEC1912 86.78
20DEC1912 87.85
21DEC1912 87.72
23DEC1912 87.22
24DEC1912 87.36
26DEC1912 87.33
27DEC1912 87.25
28DEC1912 87.14
30DEC1912 87.26
31DEC1912 87.87
02JAN1913 88.42
03JAN1913 87.45
04JAN1913 87.76
06JAN1913 87.20
07JAN1913 88.02
08JAN1913 88.01
09JAN1913 88.57
10JAN1913 88.25
11JAN1913 87.68
13JAN1913 85.96
14JAN1913 84.96
15JAN1913 85.47
16JAN1913 85.75
17JAN1913 85.61
18JAN1913 85.75
20JAN1913 81.55
21JAN1913 82.57
22JAN1913 83.34
23JAN1913 82.94
24JAN1913 82.22
25JAN1913 82.37
27JAN1913 82.53
28JAN1913 83.13
29JAN1913 82.92
30JAN1913 83.80
31JAN1913 83.72
01FEB1913 83.64
03FEB1913 83.26
04FEB1913 83.38
05FEB1913 83.05
06FEB1913 82.94
07FEB1913 83.46
08FEB1913 83.54
10FEB1913 82.93
11FEB1913 82.17
13FEB1913 81.34
14FEB1913 81.79
15FEB1913 81.42
17FEB1913 80.57
18FEB1913 79.82
19FEB1913 80.44
20FEB1913 80.20
21FEB1913 79.93
24FEB1913 79.26
25FEB1913 78.72
26FEB1913 80.05
27FEB1913 80.56
28FEB1913 80.32
01MAR1913 80.62
03MAR1913 81.33
04MAR1913 80.71
05MAR1913 81.69
06MAR1913 81.33
07MAR1913 80.60
08MAR1913 79.68
10MAR1913 79.27
11MAR1913 79.95
12MAR1913 79.46
13MAR1913 79.93
14MAR1913 79.81
15MAR1913 79.73
17MAR1913 79.26
18MAR1913 78.68
19MAR1913 78.27
20MAR1913 78.25
24MAR1913 78.91
25MAR1913 80.20
26MAR1913 80.31
27MAR1913 79.78
28MAR1913 80.51
29MAR1913 81.11
31MAR1913 80.92
01APR1913 81.92
02APR1913 81.76
03APR1913 82.16
04APR1913 83.19
05APR1913 82.68
07APR1913 82.35
08APR1913 82.92
09APR1913 82.59
10APR1913 82.64
11APR1913 82.14
12APR1913 82.16
14APR1913 82.11
15APR1913 81.09
16APR1913 81.08
17APR1913 81.28
18APR1913 81.05
19APR1913 81.00
21APR1913 81.73
22APR1913 81.46
23APR1913 81.25
24APR1913 80.76
25APR1913 79.72
26APR1913 79.41
28APR1913 79.32
29APR1913 78.39
30APR1913 78.54
01MAY1913 79.62
02MAY1913 79.34
03MAY1913 79.31
05MAY1913 79.95
06MAY1913 79.21
07MAY1913 79.52
08MAY1913 79.40
09MAY1913 79.23
10MAY1913 78.97
12MAY1913 78.58
13MAY1913 79.04
14MAY1913 78.72
15MAY1913 78.51
16MAY1913 78.83
17MAY1913 78.71
19MAY1913 78.73
20MAY1913 79.06
21MAY1913 79.01
22MAY1913 79.50
23MAY1913 79.50
24MAY1913 79.88
26MAY1913 79.72
27MAY1913 79.22
28MAY1913 78.48
29MAY1913 78.38
02JUN1913 77.27
03JUN1913 76.68
04JUN1913 75.67
05JUN1913 75.07
06JUN1913 75.21
07JUN1913 74.98
09JUN1913 73.90
10JUN1913 72.34
11JUN1913 72.11
12JUN1913 74.28
13JUN1913 74.58
14JUN1913 75.52
16JUN1913 74.58
17JUN1913 74.91
18JUN1913 75.85
19JUN1913 75.41
20JUN1913 74.91
21JUN1913 74.03
23JUN1913 74.33
24JUN1913 75.21
25JUN1913 75.38
26JUN1913 74.93
